,client_id,mes,tpv,margem_tpv,data_de_desembolso
37012,712141a,2019-03-31,2916.56,34.16,2019-10-31
37013,712141a,2019-04-30,1897.07,18.92,2019-10-31
37014,712141a,2019-05-31,2196.35,26.31,2019-10-31
37015,712141a,2019-06-30,1634.36,16.41,2019-10-31
37016,712141a,2019-07-31,1846.95,19.31,2019-10-31
37017,712141a,2019-08-31,1577.09,15.33,2019-10-31
37018,712141a,2019-09-30,1448.93,13.78,2019-10-31
37028,7123cc4,2019-08-31,56916.88,347.54,2019-09-02
37027,7123cc4,2019-07-31,63993.75,367.44,2019-09-02
37026,7123cc4,2019-06-30,44381.09,286.59,2019-09-02
37025,7123cc4,2019-05-31,49571.6,353.59,2019-09-02
37024,7123cc4,2019-04-30,66605.68,492.61,2019-09-02
37019,7123cc4,2018-11-30,15862.61,146.04,2019-09-02
37022,7123cc4,2019-02-28,52667.85,354.51,2019-09-02
37021,7123cc4,2019-01-31,69092.81,489.32,2019-09-02
37020,7123cc4,2018-12-31,40107.15,321.79,2019-09-02
37023,7123cc4,2019-03-31,46902.44,323.72,2019-09-02
37035,7127601,2019-09-30,9673.44,67.53,2019-10-21
37034,7127601,2019-08-31,12621.35,91.82,2019-10-21
37033,7127601,2019-07-31,13150.22,174.79,2019-10-21
37030,7127601,2019-04-30,4900.27,68.98,2019-10-21
37031,7127601,2019-05-31,6920.24,97.89,2019-10-21
37029,7127601,2019-03-31,614.4,8.76,2019-10-21
37032,7127601,2019-06-30,6584.42,95.65,2019-10-21
37047,7134c1e,2019-08-31,74615.2,514.61,2019-09-25
37036,7134c1e,2018-09-30,66292.15,423.13,2019-09-25
37037,7134c1e,2018-10-31,82848.46,567.58,2019-09-25
37038,7134c1e,2018-11-30,65791.39,496.4,2019-09-25
37039,7134c1e,2018-12-31,59267.63,409.99,2019-09-25
37040,7134c1e,2019-01-31,87004.76,688.7,2019-09-25
37041,7134c1e,2019-02-28,60611.0,444.02,2019-09-25
37042,7134c1e,2019-03-31,90205.0,628.57,2019-09-25
37043,7134c1e,2019-04-30,86027.33,595.64,2019-09-25
37044,7134c1e,2019-05-31,69081.73,545.29,2019-09-25
37045,7134c1e,2019-06-30,99749.95,811.19,2019-09-25
37046,7134c1e,2019-07-31,79596.4,545.14,2019-09-25
37056,713a806,2019-07-31,18674.61,234.32,2019-10-02
37055,713a806,2019-06-30,5987.36,72.71,2019-10-02
37058,713a806,2019-09-30,20267.88,248.41,2019-10-02
37057,713a806,2019-08-31,19235.89,244.79,2019-10-02
37054,713a806,2019-05-31,3470.86,44.66,2019-10-02
37050,713a806,2019-01-31,21007.31,262.05,2019-10-02
37052,713a806,2019-03-31,16388.38,210.14,2019-10-02
37051,713a806,2019-02-28,15187.22,187.21,2019-10-02
37053,713a806,2019-04-30,7127.83,91.35,2019-10-02
37049,713a806,2018-12-31,20501.69,265.44,2019-10-02
37048,713a806,2018-11-30,1516.98,22.32,2019-10-02
37059,7142718,2019-03-31,3580.75,63.34,2019-10-25
37060,7142718,2019-04-30,3754.89,56.78,2019-10-25
37061,7142718,2019-05-31,2842.87,41.52,2019-10-25
37062,7142718,2019-06-30,4414.95,69.37,2019-10-25
37063,7142718,2019-07-31,6211.4,90.63,2019-10-25
37064,7142718,2019-08-31,2475.43,37.67,2019-10-25
37065,7142718,2019-09-30,5408.83,89.65,2019-10-25
37073,71455ea,2019-08-31,9722.25,156.29,2019-09-26
37071,71455ea,2019-06-30,6029.1,106.67,2019-09-26
37070,71455ea,2019-05-31,6319.68,105.98,2019-09-26
37072,71455ea,2019-07-31,7960.5,141.07,2019-09-26
37068,71455ea,2019-03-31,5807.25,90.54,2019-09-26
37067,71455ea,2019-02-28,4889.4,83.1,2019-09-26
37066,71455ea,2019-01-31,443.7,6.9,2019-09-26
37069,71455ea,2019-04-30,5853.81,100.24,2019-09-26
37085,714860d,2019-09-30,49055.55,424.17,2019-10-07
37084,714860d,2019-08-31,44873.16,394.09,2019-10-07
37083,714860d,2019-07-31,47425.54,448.12,2019-10-07
37082,714860d,2019-06-30,45223.04,417.13,2019-10-07
37081,714860d,2019-05-31,44051.0,406.39,2019-10-07
37080,714860d,2019-04-30,43661.62,380.6,2019-10-07
37078,714860d,2019-02-28,43232.93,383.19,2019-10-07
37077,714860d,2019-01-31,45120.22,404.44,2019-10-07
37076,714860d,2018-12-31,49813.55,455.71,2019-10-07
37075,714860d,2018-11-30,39558.42,379.72,2019-10-07
37074,714860d,2018-10-31,19365.32,176.82,2019-10-07
37079,714860d,2019-03-31,47358.37,415.04,2019-10-07
37093,714ec7f,2019-05-31,4425.69,77.22,2019-10-28
37096,714ec7f,2019-08-31,6616.35,114.99,2019-10-28
37095,714ec7f,2019-07-31,3851.49,68.35,2019-10-28
37097,714ec7f,2019-09-30,5641.95,101.37,2019-10-28
37092,714ec7f,2019-04-30,3427.8,61.62,2019-10-28
37094,714ec7f,2019-06-30,1711.29,30.77,2019-10-28
37090,714ec7f,2019-02-28,5481.87,93.7,2019-10-28
37086,714ec7f,2018-10-31,6478.02,116.55,2019-10-28
37087,714ec7f,2018-11-30,7185.33,133.14,2019-10-28
37091,714ec7f,2019-03-31,3971.55,69.16,2019-10-28
37089,714ec7f,2019-01-31,4303.89,64.06,2019-10-28
37088,714ec7f,2018-12-31,3152.88,62.66,2019-10-28
37107,7154069,2019-09-30,136966.27,275.08,2019-10-16
37106,7154069,2019-08-31,138700.81,240.31,2019-10-16
37105,7154069,2019-07-31,157726.54,231.06,2019-10-16
37103,7154069,2019-05-31,114940.77,188.03,2019-10-16
37104,7154069,2019-06-30,141398.15,174.71,2019-10-16
37101,7154069,2019-03-31,160020.15,65.25,2019-10-16
37100,7154069,2019-02-28,136092.2,30.73,2019-10-16
37099,7154069,2019-01-31,200054.62,212.72,2019-10-16
37098,7154069,2018-12-31,224521.08,208.27,2019-10-16
37102,7154069,2019-04-30,134169.56,49.46,2019-10-16
37119,716afc2,2019-09-30,7967.63,120.23,2019-10-08
37118,716afc2,2019-08-31,9918.35,158.34,2019-10-08
37117,716afc2,2019-07-31,12758.33,203.63,2019-10-08
37116,716afc2,2019-06-30,8648.63,134.93,2019-10-08
37115,716afc2,2019-05-31,10291.89,155.37,2019-10-08
37114,716afc2,2019-04-30,14778.07,190.59,2019-10-08
37113,716afc2,2019-03-31,29162.04,426.29,2019-10-08
37111,716afc2,2019-01-31,55155.81,803.61,2019-10-08
37110,716afc2,2018-12-31,59803.63,922.67,2019-10-08
37109,716afc2,2018-11-30,28293.22,472.17,2019-10-08
37108,716afc2,2018-10-31,13544.51,215.34,2019-10-08
37112,716afc2,2019-02-28,26795.26,336.69,2019-10-08
37131,71838f0,2019-09-30,6927.64,107.6,2019-10-21
37130,71838f0,2019-08-31,11486.64,211.06,2019-10-21
37129,71838f0,2019-07-31,8012.61,107.45,2019-10-21
37128,71838f0,2019-06-30,8675.47,132.56,2019-10-21
37127,71838f0,2019-05-31,10529.0,179.69,2019-10-21
37126,71838f0,2019-04-30,5661.35,98.97,2019-10-21
37125,71838f0,2019-03-31,8371.23,142.6,2019-10-21
37123,71838f0,2019-01-31,9221.74,141.11,2019-10-21
37122,71838f0,2018-12-31,9407.14,138.42,2019-10-21
37121,71838f0,2018-11-30,11411.88,200.81,2019-10-21
37120,71838f0,2018-10-31,12345.04,208.14,2019-10-21
37124,71838f0,2019-02-28,11251.36,178.96,2019-10-21
37138,718cc81,2019-07-31,16855.93,205.34,2019-10-16
37140,718cc81,2019-09-30,18563.21,208.23,2019-10-16
37139,718cc81,2019-08-31,19599.4,226.27,2019-10-16
37137,718cc81,2019-06-30,15956.81,163.74,2019-10-16
37135,718cc81,2019-04-30,13716.98,145.59,2019-10-16
37136,718cc81,2019-05-31,22552.44,229.38,2019-10-16
37134,718cc81,2019-03-31,15546.46,156.52,2019-10-16
37133,718cc81,2019-02-28,17623.98,215.56,2019-10-16
37132,718cc81,2019-01-31,1058.42,12.74,2019-10-16
37148,7194c94,2019-09-30,6792.09,67.57,2019-10-10
37147,7194c94,2019-08-31,13956.54,153.04,2019-10-10
37146,7194c94,2019-07-31,19494.96,216.78,2019-10-10
37145,7194c94,2019-06-30,22900.14,260.6,2019-10-10
37143,7194c94,2019-04-30,14980.53,134.54,2019-10-10
37142,7194c94,2019-03-31,16817.97,137.83,2019-10-10
37141,7194c94,2019-02-28,2773.56,25.02,2019-10-10
37144,7194c94,2019-05-31,17012.76,178.07,2019-10-10
37157,719ff99,2019-06-30,2248.52,25.11,2019-10-28
37160,719ff99,2019-09-30,3413.02,38.69,2019-10-28
37159,719ff99,2019-08-31,7519.41,115.65,2019-10-28
37158,719ff99,2019-07-31,4349.13,54.38,2019-10-28
37156,719ff99,2019-05-31,3265.98,35.46,2019-10-28
37155,719ff99,2019-04-30,3220.74,33.87,2019-10-28
37153,719ff99,2019-02-28,4243.75,47.78,2019-10-28
37152,719ff99,2019-01-31,2893.62,30.09,2019-10-28
37151,719ff99,2018-12-31,4612.74,51.31,2019-10-28
37150,719ff99,2018-11-30,3988.08,46.86,2019-10-28
37149,719ff99,2018-10-31,1753.92,20.44,2019-10-28
37154,719ff99,2019-03-31,3122.86,36.64,2019-10-28
37172,71a192e,2019-08-31,27132.13,345.6,2019-09-16
37171,71a192e,2019-07-31,22547.27,270.81,2019-09-16
37170,71a192e,2019-06-30,28766.85,341.01,2019-09-16
37169,71a192e,2019-05-31,29732.66,343.64,2019-09-16
37168,71a192e,2019-04-30,19747.26,222.54,2019-09-16
37167,71a192e,2019-03-31,24217.75,285.8,2019-09-16
37164,71a192e,2018-12-31,48050.15,572.53,2019-09-16
37165,71a192e,2019-01-31,21085.74,251.05,2019-09-16
37163,71a192e,2018-11-30,29863.22,378.97,2019-09-16
37162,71a192e,2018-10-31,23229.24,291.43,2019-09-16
37161,71a192e,2018-09-30,24000.4,270.49,2019-09-16
37166,71a192e,2019-02-28,20492.67,244.43,2019-09-16
37179,71ab293,2019-08-31,1937.92,33.16,2019-10-21
37178,71ab293,2019-07-31,1528.37,21.91,2019-10-21
37180,71ab293,2019-09-30,1060.1,16.61,2019-10-21
37177,71ab293,2019-06-30,1578.29,24.72,2019-10-21
37176,71ab293,2019-05-31,1710.94,27.7,2019-10-21
37175,71ab293,2019-04-30,1333.28,21.13,2019-10-21
37174,71ab293,2019-03-31,1301.78,21.88,2019-10-21
37173,71ab293,2019-02-28,561.99,9.21,2019-10-21
37192,71ad878,2019-09-30,6099.37,83.17,2019-10-28
37191,71ad878,2019-08-31,5723.11,73.98,2019-10-28
37190,71ad878,2019-07-31,3257.07,45.1,2019-10-28
37189,71ad878,2019-06-30,4245.7,54.35,2019-10-28
37187,71ad878,2019-04-30,5172.36,69.01,2019-10-28
37188,71ad878,2019-05-31,5928.89,79.2,2019-10-28
37185,71ad878,2019-02-28,8175.55,113.07,2019-10-28
37184,71ad878,2019-01-31,5794.24,76.69,2019-10-28
37183,71ad878,2018-12-31,4010.85,50.89,2019-10-28
37182,71ad878,2018-11-30,6610.64,84.4,2019-10-28
37181,71ad878,2018-10-31,6671.03,87.79,2019-10-28
37186,71ad878,2019-03-31,6503.84,87.86,2019-10-28
37200,71b533b,2019-05-31,7360.69,65.44,2019-10-16
37204,71b533b,2019-09-30,7533.68,61.9,2019-10-16
37203,71b533b,2019-08-31,7543.47,65.37,2019-10-16
37202,71b533b,2019-07-31,13231.0,118.5,2019-10-16
37201,71b533b,2019-06-30,5489.52,48.62,2019-10-16
37199,71b533b,2019-04-30,8771.08,71.64,2019-10-16
37196,71b533b,2019-01-31,21441.4,162.85,2019-10-16
37197,71b533b,2019-02-28,10752.38,91.21,2019-10-16
37195,71b533b,2018-12-31,19413.5,161.44,2019-10-16
37194,71b533b,2018-11-30,22998.75,186.06,2019-10-16
37193,71b533b,2018-10-31,11516.76,95.62,2019-10-16
37198,71b533b,2019-03-31,11998.27,106.72,2019-10-16
37205,71ba7e8,2019-01-31,2012.78,24.17,2019-10-24
37206,71ba7e8,2019-02-28,13834.78,159.18,2019-10-24
37207,71ba7e8,2019-03-31,11135.78,128.82,2019-10-24
37208,71ba7e8,2019-04-30,8503.82,93.67,2019-10-24
37209,71ba7e8,2019-05-31,11176.39,122.42,2019-10-24
37210,71ba7e8,2019-06-30,8941.16,98.69,2019-10-24
37211,71ba7e8,2019-07-31,15001.86,150.11,2019-10-24
37212,71ba7e8,2019-08-31,14575.44,150.33,2019-10-24
37213,71ba7e8,2019-09-30,12793.44,140.22,2019-10-24
37222,71bf5b4,2019-05-31,61494.45,392.82,2019-09-20
37223,71bf5b4,2019-06-30,55702.79,354.91,2019-09-20
37221,71bf5b4,2019-04-30,44137.2,254.66,2019-09-20
37225,71bf5b4,2019-08-31,66803.38,399.1,2019-09-20
37224,71bf5b4,2019-07-31,72539.53,446.59,2019-09-20
37220,71bf5b4,2019-03-31,51381.51,315.17,2019-09-20
37219,71bf5b4,2019-02-28,39864.76,306.34,2019-09-20
37218,71bf5b4,2019-01-31,66129.68,723.09,2019-09-20
37217,71bf5b4,2018-12-31,40533.61,496.16,2019-09-20
37216,71bf5b4,2018-11-30,41925.57,441.98,2019-09-20
37215,71bf5b4,2018-10-31,31612.4,358.81,2019-09-20
37214,71bf5b4,2018-09-30,14857.88,180.53,2019-09-20
37237,71ce964,2019-08-31,69283.32,433.88,2019-09-25
37236,71ce964,2019-07-31,71910.72,463.4,2019-09-25
37235,71ce964,2019-06-30,93182.22,603.94,2019-09-25
37234,71ce964,2019-05-31,97178.13,611.09,2019-09-25
37233,71ce964,2019-04-30,104205.97,732.92,2019-09-25
37232,71ce964,2019-03-31,86999.13,626.8,2019-09-25
37231,71ce964,2019-02-28,48667.02,312.34,2019-09-25
37230,71ce964,2019-01-31,74126.61,520.68,2019-09-25
37229,71ce964,2018-12-31,179307.84,1317.92,2019-09-25
37228,71ce964,2018-11-30,24956.82,205.58,2019-09-25
37227,71ce964,2018-10-31,63929.34,522.15,2019-09-25
37226,71ce964,2018-09-30,51419.61,396.9,2019-09-25
37245,71d209f,2019-09-30,6363.24,72.49,2019-10-31
37244,71d209f,2019-08-31,8106.18,95.29,2019-10-31
37243,71d209f,2019-07-31,9455.49,110.36,2019-10-31
37242,71d209f,2019-06-30,7462.81,86.27,2019-10-31
37241,71d209f,2019-05-31,6559.5,75.12,2019-10-31
37240,71d209f,2019-04-30,10620.1,126.06,2019-10-31
37239,71d209f,2019-03-31,15510.87,185.39,2019-10-31
37238,71d209f,2019-02-28,192.27,1.79,2019-10-31
37257,72024ba,2019-09-30,7357.76,84.66,2019-10-02
37256,72024ba,2019-08-31,11752.31,167.54,2019-10-02
37255,72024ba,2019-07-31,11064.14,163.69,2019-10-02
37254,72024ba,2019-06-30,8329.73,131.97,2019-10-02
37253,72024ba,2019-05-31,5905.21,76.1,2019-10-02
37252,72024ba,2019-04-30,5764.97,84.13,2019-10-02
37250,72024ba,2019-02-28,7185.68,102.22,2019-10-02
37249,72024ba,2019-01-31,5916.37,84.85,2019-10-02
37248,72024ba,2018-12-31,14342.65,198.01,2019-10-02
37247,72024ba,2018-11-30,3796.3,60.1,2019-10-02
37246,72024ba,2018-10-31,6510.38,86.25,2019-10-02
37251,72024ba,2019-03-31,4968.4,72.21,2019-10-02
37264,720395b,2019-07-31,26376.66,185.8,2019-10-07
37266,720395b,2019-09-30,33097.41,232.71,2019-10-07
37265,720395b,2019-08-31,34980.09,256.39,2019-10-07
37263,720395b,2019-06-30,35402.03,246.41,2019-10-07
37261,720395b,2019-04-30,37351.71,254.9,2019-10-07
37260,720395b,2019-03-31,32536.26,236.95,2019-10-07
37259,720395b,2019-02-28,28816.14,208.2,2019-10-07
37258,720395b,2019-01-31,27082.23,304.86,2019-10-07
37262,720395b,2019-05-31,39647.64,222.53,2019-10-07
37273,7211f73,2019-04-30,14448.01,194.39,2019-10-07
37277,7211f73,2019-08-31,10304.17,134.04,2019-10-07
37276,7211f73,2019-07-31,12110.97,160.59,2019-10-07
37275,7211f73,2019-06-30,16671.24,222.95,2019-10-07
37274,7211f73,2019-05-31,15810.81,209.29,2019-10-07
37271,7211f73,2019-02-28,7137.35,90.14,2019-10-07
37278,7211f73,2019-09-30,7381.21,102.19,2019-10-07
37270,7211f73,2019-01-31,5574.33,73.68,2019-10-07
37269,7211f73,2018-12-31,38358.46,536.57,2019-10-07
37268,7211f73,2018-11-30,15241.12,223.62,2019-10-07
37267,7211f73,2018-10-31,27022.23,323.0,2019-10-07
37272,7211f73,2019-03-31,12567.74,169.19,2019-10-07
37288,7219392,2019-07-31,27402.39,323.21,2019-10-07
37282,7219392,2019-01-31,31309.91,376.63,2019-10-07
37290,7219392,2019-09-30,18642.85,221.79,2019-10-07
37287,7219392,2019-06-30,40058.58,477.93,2019-10-07
37289,7219392,2019-08-31,32770.62,376.83,2019-10-07
37286,7219392,2019-05-31,48964.41,585.86,2019-10-07
37281,7219392,2018-12-31,32651.49,404.48,2019-10-07
37284,7219392,2019-03-31,48876.66,583.98,2019-10-07
37283,7219392,2019-02-28,21536.38,253.82,2019-10-07
37280,7219392,2018-11-30,50943.61,667.82,2019-10-07
37279,7219392,2018-10-31,27132.34,334.92,2019-10-07
37285,7219392,2019-04-30,17016.29,207.18,2019-10-07
37298,721f4cb,2019-07-31,13495.44,116.92,2019-09-23
37291,721f4cb,2018-12-31,1044.87,13.2,2019-09-23
37292,721f4cb,2019-01-31,25604.97,338.61,2019-09-23
37293,721f4cb,2019-02-28,2943.04,13.16,2019-09-23
37294,721f4cb,2019-03-31,12889.92,121.07,2019-09-23
37295,721f4cb,2019-04-30,18716.31,230.99,2019-09-23
37296,721f4cb,2019-05-31,5856.84,16.56,2019-09-23
37297,721f4cb,2019-06-30,9114.12,93.12,2019-09-23
37299,721f4cb,2019-08-31,22523.43,172.23,2019-09-23
37308,72238a1,2019-06-30,11392.13,146.28,2019-10-17
37309,72238a1,2019-07-31,17941.79,240.31,2019-10-17
37307,72238a1,2019-05-31,12047.9,155.16,2019-10-17
37311,72238a1,2019-09-30,10419.03,136.05,2019-10-17
37310,72238a1,2019-08-31,15630.33,205.65,2019-10-17
37306,72238a1,2019-04-30,12441.7,169.84,2019-10-17
37303,72238a1,2019-01-31,12655.76,166.77,2019-10-17
37304,72238a1,2019-02-28,13350.45,176.26,2019-10-17
37305,72238a1,2019-03-31,9831.78,130.67,2019-10-17
37302,72238a1,2018-12-31,6682.73,111.21,2019-10-17
37301,72238a1,2018-11-30,16312.15,324.7,2019-10-17
37300,72238a1,2018-10-31,31113.38,571.19,2019-10-17
37323,7225714,2019-08-31,7957.46,45.35,2019-09-13
37322,7225714,2019-07-31,7752.83,47.54,2019-09-13
37321,7225714,2019-06-30,9079.02,59.51,2019-09-13
37320,7225714,2019-05-31,8994.93,58.16,2019-09-13
37319,7225714,2019-04-30,7662.7,47.03,2019-09-13
37318,7225714,2019-03-31,10341.82,101.02,2019-09-13
37316,7225714,2019-01-31,9791.41,103.25,2019-09-13
37315,7225714,2018-12-31,13475.82,158.1,2019-09-13
37314,7225714,2018-11-30,9487.61,117.74,2019-09-13
37313,7225714,2018-10-31,6556.32,87.32,2019-09-13
37312,7225714,2018-09-30,8685.21,84.16,2019-09-13
37317,7225714,2019-02-28,11465.7,133.97,2019-09-13
37329,72318bc,2019-08-31,10350.39,151.36,2019-10-31
37330,72318bc,2019-09-30,12414.9,181.07,2019-10-31
37328,72318bc,2019-07-31,11573.61,165.54,2019-10-31
37326,72318bc,2019-05-31,9624.07,138.9,2019-10-31
37325,72318bc,2019-04-30,6902.58,100.36,2019-10-31
37324,72318bc,2019-03-31,2852.73,38.06,2019-10-31
37327,72318bc,2019-06-30,11460.94,162.49,2019-10-31
37336,7238399,2019-03-31,15467.44,240.1,2019-10-21
37331,7238399,2018-10-31,13082.58,224.47,2019-10-21
37332,7238399,2018-11-30,11460.76,195.63,2019-10-21
37333,7238399,2018-12-31,11262.82,179.41,2019-10-21
37334,7238399,2019-01-31,6821.68,111.65,2019-10-21
37335,7238399,2019-02-28,4343.44,68.03,2019-10-21
37337,7238399,2019-04-30,20331.06,246.21,2019-10-21
37338,7238399,2019-05-31,19360.54,239.31,2019-10-21
37339,7238399,2019-06-30,19803.13,230.08,2019-10-21
37340,7238399,2019-07-31,17209.51,199.27,2019-10-21
37341,7238399,2019-08-31,20847.98,242.76,2019-10-21
37342,7238399,2019-09-30,15875.26,191.87,2019-10-21
37349,724f64d,2019-08-31,22305.73,221.26,2019-10-21
37350,724f64d,2019-09-30,18728.87,191.86,2019-10-21
37347,724f64d,2019-06-30,17566.8,179.6,2019-10-21
37348,724f64d,2019-07-31,40180.38,407.65,2019-10-21
37345,724f64d,2019-04-30,14750.65,141.26,2019-10-21
37343,724f64d,2019-02-28,7236.42,69.65,2019-10-21
37346,724f64d,2019-05-31,16246.96,163.81,2019-10-21
37344,724f64d,2019-03-31,19435.19,197.73,2019-10-21
37359,7256c9e,2019-06-30,22917.19,258.02,2019-10-08
37362,7256c9e,2019-09-30,21688.06,209.52,2019-10-08
37361,7256c9e,2019-08-31,13671.88,156.73,2019-10-08
37360,7256c9e,2019-07-31,19906.6,196.65,2019-10-08
37358,7256c9e,2019-05-31,15544.29,168.32,2019-10-08
37357,7256c9e,2019-04-30,16148.85,178.33,2019-10-08
37355,7256c9e,2019-02-28,11302.0,131.15,2019-10-08
37354,7256c9e,2019-01-31,20709.57,232.19,2019-10-08
37353,7256c9e,2018-12-31,68453.99,835.88,2019-10-08
37352,7256c9e,2018-11-30,17948.23,216.06,2019-10-08
37351,7256c9e,2018-10-31,5925.56,67.22,2019-10-08
37356,7256c9e,2019-03-31,16332.47,203.98,2019-10-08
37369,72582a1,2019-03-31,29310.3,405.39,2019-09-04
37373,72582a1,2019-07-31,25056.0,236.7,2019-09-04
37372,72582a1,2019-06-30,15862.71,157.29,2019-09-04
37371,72582a1,2019-05-31,28168.86,350.71,2019-09-04
37370,72582a1,2019-04-30,32125.62,433.39,2019-09-04
37374,72582a1,2019-08-31,11124.69,100.0,2019-09-04
37368,72582a1,2019-02-28,26579.41,319.07,2019-09-04
37366,72582a1,2018-12-31,20776.04,268.35,2019-09-04
37365,72582a1,2018-11-30,22504.79,291.79,2019-09-04
37364,72582a1,2018-10-31,26442.34,325.21,2019-09-04
37363,72582a1,2018-09-30,13116.12,141.27,2019-09-04
37367,72582a1,2019-01-31,27247.1,355.14,2019-09-04
37384,725832e,2019-08-31,10901.22,82.58,2019-09-18
37383,725832e,2019-07-31,10278.56,84.39,2019-09-18
37382,725832e,2019-06-30,8986.25,68.57,2019-09-18
37381,725832e,2019-05-31,11890.81,90.38,2019-09-18
37380,725832e,2019-04-30,10473.21,78.29,2019-09-18
37379,725832e,2019-03-31,9325.07,68.87,2019-09-18
37377,725832e,2019-01-31,10876.32,75.8,2019-09-18
37376,725832e,2018-12-31,8532.1,61.5,2019-09-18
37375,725832e,2018-11-30,2265.02,24.92,2019-09-18
37378,725832e,2019-02-28,12858.51,95.01,2019-09-18
37392,72586f5,2019-04-30,44004.13,42.35,2019-09-18
37396,72586f5,2019-08-31,29320.16,49.5,2019-09-18
37395,72586f5,2019-07-31,35121.16,56.8,2019-09-18
37394,72586f5,2019-06-30,22309.62,45.66,2019-09-18
37391,72586f5,2019-03-31,18754.87,22.76,2019-09-18
37393,72586f5,2019-05-31,39257.54,24.1,2019-09-18
37389,72586f5,2019-01-31,19737.14,32.18,2019-09-18
37388,72586f5,2018-12-31,44341.03,86.55,2019-09-18
37390,72586f5,2019-02-28,19824.77,51.51,2019-09-18
37387,72586f5,2018-11-30,37658.56,52.23,2019-09-18
37386,72586f5,2018-10-31,25306.45,67.29,2019-09-18
37385,72586f5,2018-09-30,22406.5,48.46,2019-09-18
37408,725c2a8,2019-08-31,8575.56,158.52,2019-09-25
37407,725c2a8,2019-07-31,9168.5,168.09,2019-09-25
37406,725c2a8,2019-06-30,7949.02,146.74,2019-09-25
37405,725c2a8,2019-05-31,8253.04,148.94,2019-09-25
37404,725c2a8,2019-04-30,6283.23,112.28,2019-09-25
37403,725c2a8,2019-03-31,7100.26,127.68,2019-09-25
37402,725c2a8,2019-02-28,7230.44,135.79,2019-09-25
37401,725c2a8,2019-01-31,8055.71,141.16,2019-09-25
37400,725c2a8,2018-12-31,7319.6,132.23,2019-09-25
37399,725c2a8,2018-11-30,9354.12,170.95,2019-09-25
37398,725c2a8,2018-10-31,8775.39,164.17,2019-09-25
37397,725c2a8,2018-09-30,9852.52,162.19,2019-09-25
37420,725edb7,2019-09-30,37660.26,295.57,2019-10-01
37419,725edb7,2019-08-31,38620.54,289.66,2019-10-01
37418,725edb7,2019-07-31,35371.42,275.3,2019-10-01
37417,725edb7,2019-06-30,37695.47,383.6,2019-10-01
37416,725edb7,2019-05-31,35529.93,464.53,2019-10-01
37415,725edb7,2019-04-30,34500.82,441.53,2019-10-01
37414,725edb7,2019-03-31,40666.67,519.95,2019-10-01
37413,725edb7,2019-02-28,35986.75,461.35,2019-10-01
37412,725edb7,2019-01-31,38986.51,490.34,2019-10-01
37411,725edb7,2018-12-31,42300.92,546.32,2019-10-01
37410,725edb7,2018-11-30,31634.42,438.9,2019-10-01
37409,725edb7,2018-10-31,31879.99,474.15,2019-10-01
37432,726957e,2019-09-30,40554.01,228.65,2019-10-28
37431,726957e,2019-08-31,43454.2,269.35,2019-10-28
37430,726957e,2019-07-31,56812.97,363.77,2019-10-28
37429,726957e,2019-06-30,35114.58,263.4,2019-10-28
37428,726957e,2019-05-31,31493.74,249.0,2019-10-28
37427,726957e,2019-04-30,29518.6,220.72,2019-10-28
37425,726957e,2019-02-28,2896.39,22.3,2019-10-28
37424,726957e,2019-01-31,7379.71,44.84,2019-10-28
37423,726957e,2018-12-31,14180.81,111.71,2019-10-28
37422,726957e,2018-11-30,27040.38,225.28,2019-10-28
37421,726957e,2018-10-31,26910.51,222.7,2019-10-28
37426,726957e,2019-03-31,26407.14,205.35,2019-10-28
37440,726a074,2019-05-31,2565.35,40.97,2019-10-07
37443,726a074,2019-08-31,5052.76,52.77,2019-10-07
37442,726a074,2019-07-31,3526.12,59.88,2019-10-07
37444,726a074,2019-09-30,2523.0,26.8,2019-10-07
37441,726a074,2019-06-30,1922.19,24.15,2019-10-07
37439,726a074,2019-04-30,1773.22,24.46,2019-10-07
37435,726a074,2018-12-31,5437.49,72.96,2019-10-07
37437,726a074,2019-02-28,4297.47,72.47,2019-10-07
37436,726a074,2019-01-31,1325.35,18.24,2019-10-07
37434,726a074,2018-11-30,2401.89,38.29,2019-10-07
37433,726a074,2018-10-31,4439.1,49.66,2019-10-07
37438,726a074,2019-03-31,2362.95,32.73,2019-10-07
37451,726e42d,2019-09-30,501.12,6.74,2019-10-16
37450,726e42d,2019-08-31,2848.39,41.26,2019-10-16
37449,726e42d,2019-07-31,3913.7,55.28,2019-10-16
37448,726e42d,2019-06-30,7388.56,109.52,2019-10-16
37446,726e42d,2019-04-30,2675.68,38.58,2019-10-16
37445,726e42d,2019-03-31,1455.52,20.07,2019-10-16
37447,726e42d,2019-05-31,1787.85,25.39,2019-10-16
37463,727750e,2019-08-31,25522.23,335.46,2019-09-25
37462,727750e,2019-07-31,25444.63,336.48,2019-09-25
37461,727750e,2019-06-30,33877.02,448.92,2019-09-25
37460,727750e,2019-05-31,46500.49,619.27,2019-09-25
37458,727750e,2019-03-31,28556.96,361.18,2019-09-25
37459,727750e,2019-04-30,24957.17,329.05,2019-09-25
37456,727750e,2019-01-31,20876.75,276.7,2019-09-25
37455,727750e,2018-12-31,29041.17,375.18,2019-09-25
37454,727750e,2018-11-30,25846.96,342.24,2019-09-25
37453,727750e,2018-10-31,28839.29,385.84,2019-09-25
37452,727750e,2018-09-30,26306.97,283.98,2019-09-25
37457,727750e,2019-02-28,28039.58,373.96,2019-09-25
