,client_id,data_de_desembolso_,limite_,juros_am_,retencao_,default_60d,default_mar
5284,67892eb,2019-09-19,16300.0,4.29,22.1,1,1
5287,6794f06,2019-10-17,1200.0,6.39,15.2,0,0
5290,67a4338,2019-10-08,13300.0,4.29,32.5,0,1
5294,67ca5f4,2019-10-24,1500.0,6.39,24.7,1,1
5296,67cf1aa,2019-10-08,2800.0,6.39,13.0,0,0
5297,67cfd11,2019-10-07,16600.0,4.29,21.0,1,1
5298,67d1eda,2019-10-07,6100.0,6.39,18.6,0,1
5299,67d9a5a,2019-09-25,20500.0,3.59,16.3,0,0
5300,67ded10,2019-10-23,11300.0,6.39,19.8,0,0
5301,67dedbc,2019-10-28,6900.0,6.39,14.3,0,0
5302,67e5d91,2019-10-07,28400.0,2.89,21.3,0,0
5303,67eb1e2,2019-10-21,24800.0,3.59,16.9,1,1
5304,67fb6d2,2019-10-28,1300.0,6.39,16.3,0,0
5305,67fca5e,2019-10-23,3800.0,6.39,21.1,0,1
5306,680204a,2019-10-16,11900.0,6.39,23.3,0,0
5309,680ad05,2019-09-11,69000.0,1.89,12.6,0,0
5314,682447a,2019-10-28,3800.0,6.39,32.1,0,1
5315,6824816,2019-09-25,60500.0,1.89,20.9,0,0
5316,682e688,2019-10-31,37800.0,3.59,16.7,0,0
5318,68342d9,2019-10-31,37900.0,3.59,13.6,0,0
5320,684049f,2019-09-03,30400.0,2.89,31.3,0,0
5322,6846c22,2019-10-25,29000.0,2.89,21.7,0,0
5323,684a342,2019-10-28,4400.0,6.39,25.9,1,0
5326,685baf2,2019-10-28,13500.0,4.99,37.7,0,0
5327,685eaf2,2019-09-20,44000.0,2.89,16.6,0,0
5329,6875ce9,2019-09-12,69000.0,1.89,24.7,0,0
5330,6876611,2019-09-03,23500.0,2.89,19.0,0,0
5331,6878640,2019-10-24,8300.0,6.39,20.0,0,0
5332,687989b,2019-10-07,4700.0,6.39,28.1,0,0
5333,687ea24,2019-09-10,25500.0,2.89,24.3,0,0
5335,688f131,2019-10-31,17900.0,3.59,18.3,0,0
5336,6892457,2019-10-16,6900.0,4.99,11.9,0,0
5337,689a6d4,2019-10-23,23100.0,2.89,18.5,0,0
5338,689a874,2019-09-30,27400.0,2.89,27.3,0,0
5340,68a31a9,2019-10-02,3600.0,6.39,9.9,0,0
5341,68a55ae,2019-10-28,17900.0,4.29,15.3,0,0
5342,68a97c8,2019-09-20,36100.0,2.89,26.7,1,0
5343,68aabef,2019-10-16,3600.0,6.39,20.9,0,1
5345,68b82db,2019-10-21,2800.0,6.39,14.5,1,1
5346,68bcff2,2019-10-31,3600.0,6.39,29.0,0,0
5349,68c5c50,2019-10-11,15200.0,6.39,15.8,1,1
5350,68c7d0b,2019-10-30,8800.0,6.39,11.9,0,0
5351,68c9f41,2019-09-09,13800.0,2.89,13.3,0,0
5352,68cba3c,2019-09-30,1400.0,6.39,1.2,0,0
5355,68d461f,2019-10-30,14800.0,4.99,23.2,0,0
5356,68dc13a,2019-10-09,7600.0,6.39,16.9,0,0
5357,68e1331,2019-10-24,11000.0,3.59,16.1,0,0
5358,68e1788,2019-10-24,5800.0,5.69,29.3,0,0
5361,68f34ef,2019-09-26,40000.0,2.89,35.4,0,0
5362,68f69c8,2019-10-15,17900.0,3.59,26.0,0,0
5363,68f8b17,2019-10-30,3900.0,6.39,17.3,0,0
5364,68ff599,2019-09-20,13100.0,4.99,23.5,0,0
5367,690742e,2019-09-25,49700.0,2.89,8.4,0,0
5368,6907499,2019-09-09,16800.0,3.59,27.6,0,1
5369,690b3fa,2019-10-07,9000.0,6.39,15.1,0,0
5370,690d3eb,2019-10-15,33100.0,2.89,18.2,0,0
5371,6912621,2019-09-30,9700.0,6.39,14.7,0,0
5372,691b6a3,2019-10-07,22500.0,3.59,14.0,0,0
5373,691eae6,2019-10-28,4100.0,6.39,17.8,0,0
5375,691f0b5,2019-10-24,2700.0,5.69,24.9,0,0
5377,6925339,2019-10-28,2100.0,6.39,14.9,0,0
5379,692e464,2019-10-02,9000.0,4.99,15.8,0,0
5380,6932151,2019-09-26,12400.0,4.29,23.9,0,0
5381,6937e0b,2019-10-31,22100.0,2.89,16.8,0,0
5382,693b1d1,2019-10-07,10300.0,4.99,15.9,0,0
5383,69401ad,2019-10-21,53800.0,3.59,10.3,0,0
5385,694b705,2019-10-23,34500.0,2.89,16.5,1,0
5386,694b9b2,2019-10-16,14700.0,4.29,14.3,0,0
5389,6959f57,2019-10-01,48300.0,1.89,8.5,0,0
5393,6962119,2019-10-08,27300.0,2.89,26.8,1,1
5397,696f180,2019-10-29,27600.0,3.59,14.1,1,1
5399,6972a8b,2019-09-30,12500.0,4.99,22.4,0,0
5402,69778d5,2019-09-20,2800.0,3.59,2.3,0,0
5404,697b18f,2019-09-18,29100.0,2.89,22.0,0,0
5405,6982c0e,2019-10-28,4300.0,6.39,37.5,0,1
5406,69850ec,2019-10-21,7200.0,6.39,23.2,0,0
5407,69883c2,2019-09-26,23300.0,2.89,22.5,1,1
5410,6996314,2019-09-06,29000.0,2.89,20.5,0,0
5412,699c22e,2019-10-21,14600.0,4.99,22.5,0,0
5413,699e79a,2019-10-07,20200.0,3.59,26.8,0,0
5414,69a0d87,2019-10-30,4500.0,4.99,7.9,1,0
5415,69a39f1,2019-10-31,5900.0,6.39,21.1,0,0
5416,69a68fb,2019-09-25,69000.0,2.19,10.2,0,0
5417,69abc36,2019-10-11,19300.0,4.29,14.5,1,0
5418,69ae539,2019-10-28,3000.0,6.39,36.8,0,1
5419,69af399,2019-10-16,10600.0,6.39,17.1,0,0
5420,69b0b7b,2019-09-25,62100.0,1.89,12.6,1,1
5422,69b918a,2019-10-30,12400.0,4.99,26.6,0,0
5424,69d8d31,2019-10-17,5400.0,6.39,19.2,1,1
5425,69dc7a7,2019-10-08,26200.0,2.89,11.4,0,0
5427,69edf8e,2019-09-02,20700.0,2.89,8.7,0,0
5428,69f4588,2019-10-31,41400.0,1.89,5.3,0,0
5429,69fab9e,2019-10-31,37100.0,2.89,21.2,0,0
5432,6a04917,2019-09-03,20700.0,2.89,8.9,0,0
5434,6a080a7,2019-09-25,27600.0,2.89,21.2,0,0
5435,6a0cb6e,2019-10-30,27600.0,3.59,17.3,1,1
5439,6a1e7b6,2019-09-25,4400.0,6.39,35.3,1,0
5441,6a31da2,2019-09-10,4100.0,3.59,3.5,0,0
5442,6a323e7,2019-10-11,13800.0,3.59,19.6,1,0
5443,6a35af0,2019-10-29,17700.0,3.59,19.4,0,0
5444,6a390f8,2019-10-07,2800.0,6.39,14.5,0,0
5446,6a490f7,2019-10-11,4400.0,6.39,18.1,0,0
5448,6a4e824,2019-10-16,3900.0,6.39,20.3,1,1
5449,6a530bb,2019-10-07,13800.0,3.59,12.6,0,0
5450,6a58367,2019-10-28,3100.0,6.39,20.3,0,1
5451,6a5dd71,2019-10-30,13200.0,6.39,7.0,0,0
5453,6a6419a,2019-09-20,20700.0,2.89,9.8,0,0
5456,6a6b1de,2019-10-16,6100.0,6.39,15.5,0,0
5457,6a6dfbe,2019-10-31,6000.0,6.39,19.1,0,0
5458,6a708b8,2019-09-26,24800.0,2.89,9.1,0,0
5459,6a72051,2019-10-16,3400.0,6.39,20.0,0,0
5460,6a7511e,2019-10-21,5500.0,6.39,15.0,0,0
5461,6a76981,2019-10-15,17900.0,4.29,13.8,0,0
5466,6a8e01f,2019-09-09,13800.0,3.59,20.3,1,1
5468,6a9ae77,2019-10-31,6900.0,4.99,13.8,0,0
5469,6a9d578,2019-10-28,50000.0,3.59,36.1,1,1
5471,6aa3a3d,2019-10-07,8600.0,6.39,14.2,0,0
5473,6abdd61,2019-10-02,6900.0,4.99,9.8,0,0
5474,6ac6ceb,2019-10-07,69000.0,1.89,10.7,0,0
5476,6ad2b4d,2019-10-31,9700.0,4.99,27.5,0,0
5478,6ad601d,2019-10-10,29000.0,2.89,26.0,0,0
5480,6ae6d16,2019-10-23,27600.0,2.89,18.6,0,0
5481,6aed6de,2019-09-25,47900.0,2.89,21.4,0,0
5482,6aee94e,2019-10-31,4600.0,5.69,18.4,0,1
5483,6af1da9,2019-10-17,6200.0,6.39,15.0,0,0
5485,6afa4d9,2019-10-07,6200.0,4.99,16.8,0,0
5486,6afaf87,2019-10-02,4100.0,6.39,13.6,0,0
5487,6b0e9b2,2019-10-16,5500.0,5.69,25.9,1,1
5488,6b10fa8,2019-10-28,3300.0,6.39,21.4,0,0
5490,6b14371,2019-10-30,10100.0,6.39,19.9,0,0
5492,6b20e51,2019-10-28,41400.0,3.59,15.4,0,1
5493,6b24d64,2019-09-26,46800.0,2.89,27.5,0,0
5496,6b33d20,2019-10-30,55200.0,1.89,15.4,0,0
5497,6b35ba6,2019-10-01,69000.0,1.89,16.7,0,0
5498,6b3b738,2019-10-28,9700.0,6.39,25.8,0,0
5499,6b3fde0,2019-10-11,42800.0,2.89,21.1,0,0
5500,6b4eaeb,2019-10-28,800.0,6.39,14.9,0,0
5501,6b54aff,2019-09-13,35900.0,2.19,20.1,0,0
5502,6b54b34,2019-10-21,3300.0,5.69,19.4,0,1
5504,6b638b8,2019-09-03,9600.0,4.99,24.3,0,0
5505,6b65ad2,2019-10-16,30000.0,2.89,20.4,0,0
5506,6b69b9f,2019-09-18,6900.0,4.99,21.9,1,0
5509,6b72597,2019-09-26,16600.0,3.59,25.4,0,0
5510,6b793cc,2019-09-16,15700.0,4.99,31.8,0,0
5512,6b7d352,2019-09-11,69000.0,1.89,6.5,0,0
5514,6b89ab4,2019-10-30,5300.0,6.39,18.4,0,0
5515,6b8b074,2019-10-16,18100.0,4.29,13.4,0,0
5516,6b8baae,2019-09-20,69000.0,1.89,17.9,0,0
5517,6b8df75,2019-10-17,37900.0,2.89,22.3,0,0
5519,6b9271c,2019-10-31,13600.0,6.39,19.9,0,1
5520,6ba7014,2019-10-07,1200.0,4.99,2.4,1,1
5521,6bb0f4b,2019-10-31,24200.0,4.99,12.4,0,0
5523,6bbb48d,2019-10-16,4400.0,5.69,28.8,1,1
5524,6bc48d9,2019-10-28,700.0,6.39,22.4,0,0
5525,6bc4ea3,2019-10-31,4600.0,6.39,10.1,0,0
5527,6bd301d,2019-10-02,8100.0,6.39,17.3,0,0
5529,6bdc0af,2019-10-31,1200.0,6.39,14.2,0,0
5530,6be1ad0,2019-10-02,8100.0,6.39,15.1,0,0
5531,6be438f,2019-09-16,10200.0,4.99,20.4,0,0
5533,6be979a,2019-10-30,27600.0,2.89,20.1,0,0
5534,6bef361,2019-09-20,13800.0,3.59,22.1,0,0
5538,6bfc400,2019-10-07,8000.0,6.39,14.2,0,0
5539,6bfd6be,2019-10-07,16600.0,3.59,28.6,0,0
5540,6c05020,2019-09-20,8300.0,2.89,8.1,0,0
5541,6c0a196,2019-10-23,9700.0,6.39,20.8,0,0
5542,6c1090f,2019-10-25,89700.0,2.49,8.1,0,1
5544,6c2659b,2019-09-10,16400.0,4.99,21.0,0,0
5545,6c31ca2,2019-10-31,12400.0,4.99,31.1,0,0
5546,6c37259,2019-09-10,27600.0,1.89,12.6,0,0
5549,6c48045,2019-10-28,2500.0,6.39,19.3,0,0
5551,6c5d425,2019-09-11,12100.0,4.99,23.8,1,0
5553,6c637cb,2019-10-07,28600.0,3.59,14.5,0,0
5554,6c6f225,2019-10-17,34500.0,2.89,14.5,0,0
5556,6c711e9,2019-10-11,23500.0,2.89,21.4,0,0
5558,6c732a4,2019-10-28,10800.0,4.99,12.9,0,0
5560,6c7cdc8,2019-10-30,10300.0,6.39,25.4,0,0
5563,6c99424,2019-09-02,55200.0,2.19,22.7,0,0
5565,6ca5c93,2019-10-30,14500.0,4.99,25.9,0,0
5566,6ca608e,2019-10-08,3400.0,6.39,12.8,0,0
5568,6cb4cdb,2019-09-02,22100.0,2.89,18.6,0,0
5569,6cbee31,2019-09-06,42800.0,2.19,29.7,0,0
5570,6cc49e1,2019-09-05,11000.0,3.59,14.1,0,0
5572,6cc92f4,2019-10-21,27600.0,1.89,5.8,0,0
5574,6cd0d66,2019-10-30,4200.0,6.39,19.6,0,0
5575,6cd681e,2019-09-30,69000.0,1.89,2.0,0,0
5577,6ce8ce6,2019-10-28,13800.0,2.89,8.3,0,0
5578,6cf438e,2019-10-28,35200.0,3.59,25.7,0,0
5579,6cf6f59,2019-10-08,16600.0,4.29,15.2,1,0
5580,6cfbb8f,2019-09-23,16100.0,4.99,25.2,1,0
5581,6cfcb1f,2019-09-20,15600.0,4.99,22.8,0,0
5582,6cfe008,2019-10-28,2700.0,6.39,27.5,0,1
5583,6cff0b4,2019-10-28,1600.0,6.39,27.5,0,0
5584,6d018ac,2019-10-23,2100.0,6.39,11.6,0,0
5585,6d0e678,2019-09-03,8100.0,4.99,22.2,1,0
5586,6d12009,2019-10-17,19900.0,4.29,12.5,0,0
5587,6d1400e,2019-09-30,7600.0,4.99,21.3,0,0
5588,6d17985,2019-10-28,12400.0,4.99,33.9,0,0
5589,6d17c85,2019-10-08,7400.0,4.99,31.7,0,0
5591,6d1c554,2019-10-31,4800.0,6.39,32.0,0,0
5592,6d1d578,2019-10-10,13800.0,4.99,23.3,0,0
5593,6d22105,2019-10-07,6200.0,4.99,12.4,0,0
5595,6d2a0e2,2019-10-28,29800.0,3.59,21.5,0,0
5596,6d39465,2019-10-07,13300.0,4.99,16.0,0,0
5597,6d3a3d7,2019-10-31,2700.0,6.39,21.2,0,1
5599,6d4d75f,2019-10-09,10400.0,4.99,14.2,0,0
5600,6d54477,2019-10-07,3900.0,6.39,16.1,1,1
5601,6d554c0,2019-10-11,20700.0,2.89,17.1,0,0
5602,6d55761,2019-10-31,27600.0,1.89,8.9,1,1
5603,6d5ba63,2019-10-28,48300.0,2.89,16.3,0,0
5605,6d6d526,2019-09-12,58400.0,1.89,24.3,0,0
5607,6d77d88,2019-10-02,20700.0,3.59,13.6,1,1
5609,6d781e6,2019-10-07,31100.0,2.89,13.5,0,0
5611,6d799ca,2019-10-31,20700.0,3.59,21.4,0,0
5613,6d850cb,2019-09-05,46900.0,2.19,28.9,0,0
5615,6d88dbd,2019-09-25,15000.0,4.99,25.4,0,0
5616,6d89fa3,2019-10-30,20600.0,4.29,16.4,0,1
5619,6d8d8fb,2019-10-07,35800.0,2.89,19.4,0,0
5621,6d91833,2019-10-30,2800.0,6.39,21.6,0,0
5622,6d9221c,2019-10-07,24100.0,2.89,21.0,1,0
5623,6d92c7f,2019-09-16,40900.0,2.89,19.4,1,0
5624,6d9396e,2019-10-30,5600.0,6.39,16.1,0,0
5628,6da9b91,2019-09-20,1400.0,6.39,14.3,0,0
5629,6dadc02,2019-10-28,7900.0,6.39,18.6,0,0
5630,6db3d7c,2019-10-07,13800.0,4.99,20.2,0,0
5631,6db4754,2019-10-28,4100.0,6.39,17.9,0,1
5632,6dc0afa,2019-10-24,5100.0,6.39,18.0,0,0
5633,6dc2648,2019-09-18,69000.0,1.89,6.0,1,0
5634,6dc88d7,2019-09-03,69000.0,1.89,5.6,1,1
5635,6dced98,2019-10-30,4600.0,6.39,27.5,0,0
5636,6dda030,2019-10-07,13200.0,4.99,16.1,0,0
5637,6de085f,2019-10-09,11000.0,6.39,10.3,0,0
5639,6de890b,2019-10-16,2800.0,2.89,1.6,0,0
5640,6dee955,2019-09-03,13800.0,2.19,11.1,0,0
5643,6dfb7b3,2019-09-11,21200.0,3.59,23.1,0,0
5646,6e0064b,2019-10-29,5200.0,6.39,18.7,0,0
5647,6e0241a,2019-10-10,55200.0,2.49,13.2,0,0
5648,6e05d8b,2019-10-07,10900.0,6.39,15.5,0,0
5650,6e0ea82,2019-10-28,13800.0,4.99,15.3,0,0
5652,6e22e53,2019-10-21,4500.0,6.39,10.6,1,1
5653,6e2575d,2019-09-20,27600.0,2.89,16.8,0,0
5654,6e2af1e,2019-10-21,20700.0,4.29,13.5,0,0
5655,6e36437,2019-10-28,54900.0,4.29,17.7,0,0
5656,6e3a2eb,2019-10-08,10600.0,3.59,10.3,1,0
5657,6e3ca87,2019-09-16,51100.0,2.19,23.0,0,0
5659,6e41f9d,2019-09-06,34500.0,2.89,22.0,0,0
5660,6e47d0f,2019-10-28,8700.0,6.39,29.0,0,0
5661,6e4b8fd,2019-10-23,2800.0,6.39,12.1,0,0
5662,6e4f4ca,2019-09-25,69000.0,1.89,20.5,0,0
5664,6e5df44,2019-10-08,56300.0,1.89,22.7,0,0
5665,6e603d4,2019-10-16,23300.0,2.89,31.8,0,0
5666,6e63d34,2019-10-08,69000.0,2.19,14.8,0,0
5668,6e6c964,2019-10-21,6100.0,6.39,16.7,0,0
5670,6e705a1,2019-10-02,41400.0,3.59,13.5,0,0
5671,6e7386c,2019-10-28,41400.0,3.59,12.5,0,0
5675,6e876ef,2019-09-23,25500.0,2.89,18.7,1,1
5676,6e8c78c,2019-10-21,6900.0,5.69,26.2,0,0
5677,6e8d611,2019-09-18,27600.0,2.89,24.8,1,0
5679,6e8f5f1,2019-10-25,15300.0,6.39,16.5,0,0
5681,6e9d3e4,2019-10-25,1400.0,5.69,15.3,0,0
5682,6e9d424,2019-10-16,28100.0,2.89,14.9,0,0
5683,6e9da99,2019-10-29,47800.0,3.59,23.2,0,0
5684,6ea4ab0,2019-10-31,5300.0,6.39,35.4,0,1
5685,6ea598a,2019-10-21,6900.0,6.39,11.7,0,0
5686,6ea716a,2019-09-20,69000.0,1.89,16.8,0,0
5691,6ec43b9,2019-10-30,55200.0,2.89,18.8,0,0
5692,6ec4ef9,2019-10-16,10900.0,5.69,23.9,0,1
5693,6ed3cbe,2019-10-21,23500.0,2.89,20.0,1,1
5695,6ed4ebc,2019-10-07,27000.0,2.89,18.5,0,0
5698,6eea9be,2019-09-20,39500.0,2.89,23.7,0,1
5699,6eeb39e,2019-10-08,7900.0,4.99,18.6,0,0
5702,6ef406e,2019-09-05,9700.0,4.99,22.0,0,0
5703,6ef9d60,2019-09-03,27600.0,2.89,28.1,0,0
5704,6efb634,2019-10-21,13000.0,6.39,14.1,0,0
5705,6f03b16,2019-10-28,1000.0,6.39,1.5,0,0
5706,6f04da7,2019-10-21,69000.0,1.89,23.7,0,0
5709,6f1702d,2019-10-28,3600.0,6.39,29.3,0,0
5710,6f1a06a,2019-09-25,13800.0,3.59,18.2,0,0
5712,6f1cacc,2019-10-31,34900.0,4.29,20.6,0,0
5713,6f1e833,2019-10-25,17900.0,4.99,13.6,0,0
5714,6f25302,2019-10-16,5500.0,6.39,21.0,0,0
5715,6f29adc,2019-09-20,13800.0,3.59,9.9,0,0
5717,6f30cc4,2019-09-20,16200.0,4.99,17.7,0,0
5721,6f44bad,2019-09-25,6900.0,2.89,5.1,0,0
5722,6f4ef87,2019-10-07,34500.0,2.89,21.4,1,0
5723,6f5bb50,2019-10-30,9700.0,6.39,31.4,0,0
5724,6f5c444,2019-10-28,15700.0,4.99,21.4,0,0
5726,6f73cfc,2019-10-02,10800.0,6.39,13.5,0,0
5727,6f74439,2019-09-11,13800.0,1.89,2.0,0,0
5728,6f7c428,2019-09-25,8300.0,4.99,16.0,0,0
5730,6f933e0,2019-10-07,16600.0,4.29,13.4,0,0
5733,6f96d22,2019-09-02,8700.0,4.99,29.1,1,0
5734,6fa9082,2019-10-28,4400.0,6.39,16.4,0,0
5735,6faec8b,2019-10-28,21000.0,4.99,17.6,0,0
5736,6fb8e53,2019-09-20,2300.0,6.39,31.0,0,0
5739,6fbe283,2019-10-21,12700.0,5.69,30.9,0,0
5740,6fc0452,2019-09-25,34500.0,2.89,11.7,0,0
5741,6fc6d88,2019-09-11,19900.0,3.59,19.2,1,1
5742,6fc9af6,2019-10-16,55200.0,2.49,7.6,0,0
5744,6fd6805,2019-10-28,5200.0,5.69,23.3,0,0
5745,6fd899a,2019-10-16,7600.0,6.39,17.3,0,0
5746,6fd9ab6,2019-10-31,12300.0,6.39,15.4,0,0
5748,6fdfa1c,2019-10-28,900.0,6.39,17.7,0,0
5749,6fe5011,2019-10-01,6900.0,4.99,25.3,0,1
5751,6fe6120,2019-09-25,25900.0,2.89,34.4,0,0
5753,6ffa435,2019-10-24,25500.0,4.29,16.8,0,0
5756,700758f,2019-09-26,2800.0,6.39,25.6,1,0
5757,7009550,2019-10-17,11000.0,4.99,14.1,0,0
5758,7014cae,2019-10-07,5500.0,6.39,8.4,1,1
5760,70195fb,2019-10-07,12400.0,4.99,19.3,0,0
5761,702381a,2019-09-25,4800.0,4.29,15.6,0,0
5762,7024390,2019-09-12,29800.0,2.89,23.1,0,0
5763,7024574,2019-09-25,69000.0,1.89,18.9,0,0
5766,70339fc,2019-10-08,9800.0,6.39,10.0,1,1
5768,703e811,2019-10-28,1500.0,6.39,20.7,0,0
5771,705255c,2019-09-25,12700.0,4.99,16.0,0,0
5772,70621fd,2019-10-09,2800.0,4.99,4.8,0,0
5773,7063ac6,2019-10-21,6900.0,2.89,8.2,0,0
5774,7063f1d,2019-10-21,2300.0,5.69,12.6,0,0
5775,706ca03,2019-10-16,4400.0,5.69,10.6,0,0
5777,70719c6,2019-09-25,69000.0,1.89,13.9,1,1
5778,7071f3b,2019-10-30,3400.0,6.39,12.6,0,0
5779,707851f,2019-10-07,29000.0,2.89,15.9,0,0
5781,708945e,2019-09-26,4100.0,6.39,21.1,0,0
5785,70a3c7a,2019-10-24,900.0,5.69,23.5,0,0
5786,70a600e,2019-10-17,3700.0,6.39,16.4,1,0
5789,70b9909,2019-10-16,4100.0,6.39,16.1,0,0
5791,70c794c,2019-10-07,37200.0,2.89,18.9,0,0
5792,70c9feb,2019-10-01,6000.0,6.39,12.5,0,0
5793,70dbc10,2019-10-23,8300.0,2.89,5.8,0,0
5794,70dcfd9,2019-10-08,20700.0,4.29,14.3,0,0
5796,70e9631,2019-09-20,2300.0,6.39,13.4,0,1
5797,70f8ac7,2019-10-28,1000.0,6.39,20.7,0,1
5798,7100e9d,2019-10-07,10900.0,4.99,20.3,0,0
5801,710a74d,2019-09-13,11500.0,4.29,29.2,0,0
5803,711aa53,2019-10-31,7500.0,6.39,17.2,0,0
5804,711ae1b,2019-10-28,38600.0,4.29,21.0,0,1
5805,712141a,2019-10-31,1000.0,6.39,15.7,0,1
5806,7123cc4,2019-09-02,68500.0,2.19,23.5,1,0
5807,7127601,2019-10-21,2600.0,6.39,12.9,0,0
5811,7134c1e,2019-09-25,69000.0,1.89,13.8,1,0
5812,713a806,2019-10-02,6900.0,6.39,21.2,0,1
5814,7142718,2019-10-25,2100.0,6.39,19.6,0,0
5817,71455ea,2019-09-26,4100.0,6.39,12.9,0,0
5818,714860d,2019-10-07,57100.0,1.89,20.0,0,1
5821,714ec7f,2019-10-28,1900.0,6.39,9.2,1,1
5822,7154069,2019-10-16,34500.0,2.49,4.5,0,0
5825,716afc2,2019-10-08,16600.0,3.59,31.1,0,0
5827,71838f0,2019-10-21,6500.0,6.39,14.9,0,0
5830,718cc81,2019-10-16,13700.0,6.39,16.4,0,0
5832,7194c94,2019-10-10,12900.0,6.39,17.0,1,0
5833,719ff99,2019-10-28,3400.0,6.39,18.6,0,0
5835,71a192e,2019-09-16,31200.0,2.89,21.7,1,0
5838,71ab293,2019-10-21,1000.0,6.39,12.5,0,0
5839,71ad878,2019-10-28,3200.0,6.39,17.9,0,0
5842,71b533b,2019-10-16,8300.0,5.69,26.9,0,1
5845,71ba7e8,2019-10-24,8100.0,6.39,16.7,0,0
5846,71bf5b4,2019-09-20,50500.0,2.89,26.2,0,0
5847,71ce964,2019-09-25,69000.0,1.89,14.9,0,0
5848,71d209f,2019-10-31,5100.0,6.39,17.4,0,0
5852,72024ba,2019-10-02,6900.0,4.99,15.9,1,0
5853,720395b,2019-10-07,25600.0,3.59,15.7,0,0
5854,7211f73,2019-10-07,10300.0,6.39,18.4,0,0
5857,7219392,2019-10-07,36200.0,2.89,20.7,0,0
5858,721f4cb,2019-09-23,12400.0,4.99,23.6,0,0
5859,72238a1,2019-10-17,10400.0,5.69,16.2,0,0
5860,7225714,2019-09-13,12100.0,4.29,26.5,1,1
5862,72318bc,2019-10-31,5500.0,6.39,18.7,0,0
5863,7238399,2019-10-21,3400.0,4.99,4.1,0,0
5865,724f64d,2019-10-21,13100.0,6.39,13.7,0,0
5866,7256c9e,2019-10-08,12700.0,6.39,17.0,0,1
5867,72582a1,2019-09-04,13800.0,2.89,13.7,0,0
5868,725832e,2019-09-18,2800.0,4.99,5.3,0,0
5869,72586f5,2019-09-18,34500.0,2.89,24.3,0,0
5871,725c2a8,2019-09-25,9700.0,4.99,21.8,0,0
5872,725edb7,2019-10-01,41400.0,2.89,18.4,0,0
5874,726957e,2019-10-28,40700.0,3.59,23.2,1,1
5875,726a074,2019-10-07,2800.0,6.39,27.1,0,1
5876,726e42d,2019-10-16,1200.0,6.39,13.6,1,1
5877,727750e,2019-09-25,33000.0,2.89,20.5,1,1
5878,727cb1c,2019-09-19,25300.0,2.89,21.3,0,0
5879,727d5a5,2019-09-10,4200.0,6.39,29.1,0,0
5882,7281fc5,2019-10-25,11900.0,6.39,18.7,0,0
5884,7286dbe,2019-10-01,20700.0,3.59,13.8,0,0
5887,729ab47,2019-10-07,8500.0,6.39,10.0,1,0
5888,72a071a,2019-09-25,3100.0,6.39,18.4,0,0
5889,72a56cd,2019-10-11,2900.0,6.39,19.2,0,0
5892,72a8ea6,2019-10-31,9800.0,6.39,36.7,0,0
5893,72a985c,2019-10-31,6300.0,6.39,20.3,0,0
5894,72aa52a,2019-09-25,34200.0,2.89,15.6,1,0
5895,72ac5a5,2019-10-07,2600.0,6.39,9.2,0,0
5896,72b6fb5,2019-10-07,37300.0,2.89,16.7,0,0
5897,72bc4b8,2019-10-21,13800.0,2.89,12.2,0,0
5899,72c2a00,2019-10-31,13500.0,4.29,24.1,0,0
5900,72c3c43,2019-10-28,15200.0,4.99,20.6,0,0
5901,72c7000,2019-10-07,17900.0,3.59,17.7,0,0
5902,72cd46b,2019-10-24,12100.0,5.69,20.7,0,0
5904,72df649,2019-09-13,31200.0,2.89,30.0,1,1
5905,72f3b28,2019-09-25,13800.0,1.89,4.0,0,0
5911,7306f59,2019-10-02,52300.0,3.59,19.0,0,0
5914,730ff8d,2019-09-18,11700.0,2.89,13.3,0,0
5917,7317d8f,2019-10-21,7300.0,6.39,16.0,0,0
5923,732f45f,2019-10-23,1000.0,6.39,16.0,0,0
5924,7337527,2019-09-25,7800.0,4.99,24.0,0,0
5926,7343ce6,2019-10-23,6900.0,4.99,12.6,0,0
5927,7348787,2019-10-16,15900.0,4.29,15.4,1,1
5929,734eced,2019-09-30,32600.0,2.89,17.7,0,0
5930,735119c,2019-10-16,1400.0,6.39,20.3,0,0
5931,735349f,2019-10-28,9700.0,6.39,23.6,0,0
5932,735644e,2019-10-25,13800.0,4.99,18.3,0,0
5935,736a52b,2019-10-09,20700.0,2.89,9.4,0,0
5938,736c570,2019-10-18,41400.0,3.59,14.2,0,0
5940,736ed62,2019-10-21,6900.0,6.39,14.8,0,0
5941,7374851,2019-10-28,700.0,6.39,6.6,0,0
5943,737ada0,2019-10-07,12400.0,4.99,25.4,0,0
5944,737afb0,2019-09-16,2800.0,2.89,2.7,0,0
5946,738892e,2019-10-07,18600.0,4.29,15.1,0,0
5947,738d72a,2019-10-11,67900.0,1.89,19.7,1,1
5949,7396f41,2019-10-31,12600.0,6.39,20.2,0,0
5950,73994f1,2019-10-16,13800.0,6.39,19.5,0,0
5951,73995a1,2019-10-09,17900.0,2.89,11.4,0,0
5952,739f488,2019-10-17,7900.0,5.69,21.9,0,0
5953,73a117c,2019-09-20,58800.0,1.89,23.9,0,0
5954,73a3d01,2019-10-16,16700.0,4.29,20.9,0,1
5957,73b1f19,2019-10-28,29000.0,3.59,23.2,0,0
5958,73b2375,2019-09-25,27600.0,2.89,13.8,0,0
5959,73b2804,2019-10-16,2300.0,6.39,19.5,0,1
