,client_id,mes,total_rav,margem_rav,duration_rav,tipo_rav,data_de_desembolso
33458,6d17985,2019-06-30,2565.92,174.3,51.66,1,2019-10-28
33457,6d17985,2019-05-31,9138.17,516.38,42.97,1,2019-10-28
33456,6d17985,2019-04-30,13484.54,889.02,50.14,1,2019-10-28
33453,6d17985,2019-01-31,15727.39,988.75,47.81,1,2019-10-28
33461,6d17985,2019-09-30,8509.28,573.47,51.25,1,2019-10-28
33452,6d17985,2018-12-31,4908.42,256.05,39.67,1,2019-10-28
33451,6d17985,2018-11-30,8292.69,511.86,46.94,1,2019-10-28
33450,6d17985,2018-10-31,8498.82,537.82,48.12,1,2019-10-28
33454,6d17985,2019-02-28,9574.36,615.68,48.9,1,2019-10-28
33469,6d17c85,2019-07-31,3620.23,147.35,39.84,1,2019-10-08
33468,6d17c85,2019-06-30,9061.74,443.52,47.91,1,2019-10-08
33471,6d17c85,2019-09-30,4645.81,221.39,46.64,1,2019-10-08
33470,6d17c85,2019-08-31,2985.35,126.1,41.34,1,2019-10-08
33467,6d17c85,2019-05-31,3661.89,161.63,43.2,1,2019-10-08
33462,6d17c85,2018-12-31,11889.24,603.84,49.71,1,2019-10-08
33465,6d17c85,2019-03-31,4688.65,198.95,41.53,1,2019-10-08
33464,6d17c85,2019-02-28,5818.27,235.52,39.62,1,2019-10-08
33463,6d17c85,2019-01-31,2744.28,109.74,39.14,1,2019-10-08
33466,6d17c85,2019-04-30,5681.18,244.01,42.04,1,2019-10-08
33483,6d1c554,2019-09-30,1733.95,63.53,25.07,1,2019-10-31
33482,6d1c554,2019-08-31,1519.17,58.76,26.47,1,2019-10-31
33481,6d1c554,2019-07-31,1205.01,44.34,25.17,1,2019-10-31
33480,6d1c554,2019-06-30,1434.06,53.01,25.29,1,2019-10-31
33479,6d1c554,2019-05-31,1354.68,49.84,25.17,1,2019-10-31
33478,6d1c554,2019-04-30,1529.08,55.96,25.04,1,2019-10-31
33476,6d1c554,2019-02-28,447.43,26.23,40.1,1,2019-10-31
33475,6d1c554,2019-01-31,367.14,13.36,24.9,1,2019-10-31
33474,6d1c554,2018-12-31,324.2,13.49,28.46,1,2019-10-31
33473,6d1c554,2018-11-30,394.6,14.32,24.83,1,2019-10-31
33472,6d1c554,2018-10-31,1396.2,51.37,25.17,1,2019-10-31
33477,6d1c554,2019-03-31,696.62,28.66,28.15,1,2019-10-31
33491,6d1d578,2019-05-31,7671.37,921.49,82.18,1,2019-10-10
33495,6d1d578,2019-09-30,4578.94,195.72,29.24,1,2019-10-10
33494,6d1d578,2019-08-31,4495.6,199.48,30.36,1,2019-10-10
33493,6d1d578,2019-07-31,6506.71,283.11,29.77,1,2019-10-10
33492,6d1d578,2019-06-30,5479.06,483.2,60.34,1,2019-10-10
33490,6d1d578,2019-04-30,5587.21,235.26,28.81,1,2019-10-10
33484,6d1d578,2018-10-31,5365.63,204.67,26.1,1,2019-10-10
33488,6d1d578,2019-02-28,3916.94,171.96,30.04,1,2019-10-10
33487,6d1d578,2019-01-31,4928.64,220.61,30.62,1,2019-10-10
33486,6d1d578,2018-12-31,5744.07,244.42,29.11,1,2019-10-10
33485,6d1d578,2018-11-30,4412.89,172.96,26.82,1,2019-10-10
33489,6d1d578,2019-03-31,3638.74,148.05,27.84,1,2019-10-10
33504,6d22105,2019-06-30,3187.47,115.97,24.89,1,2019-10-07
33507,6d22105,2019-09-30,8282.24,293.18,25.19,1,2019-10-07
33506,6d22105,2019-08-31,10106.67,375.95,25.45,1,2019-10-07
33505,6d22105,2019-07-31,9397.3,346.68,25.24,1,2019-10-07
33502,6d22105,2019-04-30,797.81,29.14,24.99,1,2019-10-07
33503,6d22105,2019-05-31,737.1,27.42,25.45,1,2019-10-07
33500,6d22105,2019-02-28,580.41,21.54,25.4,1,2019-10-07
33501,6d22105,2019-03-31,198.39,7.51,25.9,1,2019-10-07
33499,6d22105,2019-01-31,600.24,21.88,24.94,1,2019-10-07
33498,6d22105,2018-12-31,387.7,14.53,25.64,1,2019-10-07
33497,6d22105,2018-11-30,664.68,24.17,24.88,1,2019-10-07
33496,6d22105,2018-10-31,860.44,33.34,26.51,1,2019-10-07
33519,6d2a0e2,2019-09-30,9038.29,236.77,24.93,1,2019-10-28
33518,6d2a0e2,2019-08-31,7200.92,190.2,25.13,1,2019-10-28
33517,6d2a0e2,2019-07-31,10273.04,270.67,25.07,1,2019-10-28
33516,6d2a0e2,2019-06-30,7931.28,208.49,25.01,1,2019-10-28
33515,6d2a0e2,2019-05-31,6723.11,177.47,25.12,1,2019-10-28
33514,6d2a0e2,2019-04-30,9179.77,240.58,24.94,1,2019-10-28
33513,6d2a0e2,2019-03-31,8179.6,232.68,24.91,1,2019-10-28
33512,6d2a0e2,2019-02-28,7767.82,288.63,25.42,1,2019-10-28
33511,6d2a0e2,2019-01-31,7555.75,280.05,25.36,1,2019-10-28
33510,6d2a0e2,2018-12-31,7014.72,257.35,25.1,1,2019-10-28
33509,6d2a0e2,2018-11-30,6777.74,249.54,25.19,1,2019-10-28
33508,6d2a0e2,2018-10-31,6786.18,248.26,25.03,1,2019-10-28
33531,6d39465,2019-09-30,6028.8,248.66,24.96,1,2019-10-07
33530,6d39465,2019-08-31,5341.53,222.22,25.18,1,2019-10-07
33529,6d39465,2019-07-31,5187.36,215.54,25.15,1,2019-10-07
33528,6d39465,2019-06-30,5159.11,215.72,25.31,1,2019-10-07
33527,6d39465,2019-05-31,4497.81,186.97,25.16,1,2019-10-07
33526,6d39465,2019-04-30,5093.34,209.6,24.91,1,2019-10-07
33522,6d39465,2018-12-31,3240.88,134.32,25.08,1,2019-10-07
33524,6d39465,2019-02-28,3637.4,153.09,25.47,1,2019-10-07
33523,6d39465,2019-01-31,3152.43,130.79,25.11,1,2019-10-07
33521,6d39465,2018-11-30,3613.09,149.91,25.11,1,2019-10-07
33520,6d39465,2018-10-31,4786.3,198.12,25.05,1,2019-10-07
33525,6d39465,2019-03-31,9226.62,379.58,24.9,1,2019-10-07
33537,6d3a3d7,2019-09-30,2353.01,92.53,25.22,1,2019-10-31
33536,6d3a3d7,2019-08-31,1401.38,54.31,24.85,1,2019-10-31
33535,6d3a3d7,2019-07-31,1654.81,64.37,24.94,1,2019-10-31
33533,6d3a3d7,2019-05-31,2286.35,89.73,25.17,1,2019-10-31
33532,6d3a3d7,2019-04-30,1851.73,71.77,24.86,1,2019-10-31
33534,6d3a3d7,2019-06-30,1918.69,74.35,24.85,1,2019-10-31
33545,6d4d75f,2019-05-31,6158.9,141.29,23.58,1,2019-10-09
33549,6d4d75f,2019-09-30,5443.64,123.77,23.37,1,2019-10-09
33548,6d4d75f,2019-08-31,5448.26,124.56,23.5,1,2019-10-09
33547,6d4d75f,2019-07-31,5348.86,120.57,23.17,1,2019-10-09
33546,6d4d75f,2019-06-30,7537.77,172.23,23.49,1,2019-10-09
33544,6d4d75f,2019-04-30,4635.04,105.83,23.47,1,2019-10-09
33541,6d4d75f,2019-01-31,2222.86,51.33,23.74,1,2019-10-09
33542,6d4d75f,2019-02-28,4060.01,98.24,24.87,1,2019-10-09
33540,6d4d75f,2018-12-31,1832.48,47.94,23.76,1,2019-10-09
33539,6d4d75f,2018-11-30,1462.94,57.77,23.76,1,2019-10-09
33538,6d4d75f,2018-10-31,4547.23,176.71,18.51,1,2019-10-09
33543,6d4d75f,2019-03-31,3818.79,90.11,24.26,1,2019-10-09
33558,6d54477,2019-09-30,2050.25,156.74,58.14,1,2019-10-07
33557,6d54477,2019-08-31,3846.11,246.18,48.68,1,2019-10-07
33556,6d54477,2019-07-31,6674.92,440.56,50.19,1,2019-10-07
33555,6d54477,2019-06-30,4776.34,266.76,42.47,1,2019-10-07
33554,6d54477,2019-05-31,4869.17,306.39,47.85,1,2019-10-07
33552,6d54477,2019-03-31,2859.92,162.31,43.16,1,2019-10-07
33551,6d54477,2019-02-28,3870.53,244.21,47.98,1,2019-10-07
33550,6d54477,2019-01-31,694.13,50.8,55.66,1,2019-10-07
33553,6d54477,2019-04-30,4973.05,297.29,45.46,1,2019-10-07
33570,6d554c0,2019-09-30,13137.12,812.2,32.1,2,2019-10-11
33569,6d554c0,2019-08-31,9708.11,666.88,35.67,2,2019-10-11
33568,6d554c0,2019-07-31,11680.54,839.96,37.34,2,2019-10-11
33567,6d554c0,2019-06-30,13712.8,1113.89,42.18,2,2019-10-11
33566,6d554c0,2019-05-31,7950.0,503.93,32.91,2,2019-10-11
33565,6d554c0,2019-04-30,11149.2,692.44,32.25,2,2019-10-11
33563,6d554c0,2019-02-28,9998.84,626.26,32.52,2,2019-10-11
33562,6d554c0,2019-01-31,10989.29,770.64,36.41,2,2019-10-11
33561,6d554c0,2018-12-31,7188.89,504.47,36.43,2,2019-10-11
33560,6d554c0,2018-11-30,5276.79,265.82,26.16,2,2019-10-11
33559,6d554c0,2018-10-31,12034.05,841.59,36.31,2,2019-10-11
33564,6d554c0,2019-03-31,8230.98,516.76,32.6,2,2019-10-11
33571,6d55761,2019-03-31,49580.58,1884.22,21.66,2,2019-10-31
33572,6d55761,2019-04-30,52773.74,2847.83,30.75,2,2019-10-31
33573,6d55761,2019-05-31,14271.75,636.06,25.4,2,2019-10-31
33574,6d55761,2019-06-30,33447.0,1486.89,25.33,2,2019-10-31
33575,6d55761,2019-07-31,38805.57,1705.95,25.05,2,2019-10-31
33576,6d55761,2019-08-31,26687.54,1322.67,28.24,2,2019-10-31
33577,6d55761,2019-09-30,14201.96,862.18,34.59,2,2019-10-31
33584,6d5ba63,2019-06-30,39762.49,2834.07,121.5,1,2019-10-28
33587,6d5ba63,2019-09-30,64831.34,4033.05,106.05,1,2019-10-28
33586,6d5ba63,2019-08-31,50540.51,4504.92,151.95,1,2019-10-28
33583,6d5ba63,2019-05-31,28284.25,2094.16,126.22,1,2019-10-28
33585,6d5ba63,2019-07-31,43218.35,3606.33,142.25,1,2019-10-28
33581,6d5ba63,2019-03-31,53722.19,4009.35,127.23,1,2019-10-28
33578,6d5ba63,2018-12-31,17045.71,1062.37,106.25,1,2019-10-28
33579,6d5ba63,2019-01-31,57075.81,3153.33,94.18,1,2019-10-28
33582,6d5ba63,2019-04-30,31854.74,2281.6,122.1,1,2019-10-28
33580,6d5ba63,2019-02-28,33448.04,2503.32,127.59,1,2019-10-28
33588,6d6d526,2018-09-30,17846.89,354.55,12.32,1,2019-09-12
33589,6d6d526,2018-10-31,22916.54,468.24,12.67,1,2019-09-12
33590,6d6d526,2018-11-30,20030.83,436.77,13.52,1,2019-09-12
33591,6d6d526,2018-12-31,24442.01,492.43,12.49,1,2019-09-12
33592,6d6d526,2019-01-31,19834.28,429.82,13.43,1,2019-09-12
33593,6d6d526,2019-02-28,18762.09,413.85,13.67,1,2019-09-12
33594,6d6d526,2019-03-31,17278.86,391.98,14.06,1,2019-09-12
33595,6d6d526,2019-04-30,17802.35,369.8,12.88,1,2019-09-12
33596,6d6d526,2019-05-31,17211.01,386.36,13.92,1,2019-09-12
33597,6d6d526,2019-06-30,12915.7,229.55,11.02,1,2019-09-12
33598,6d6d526,2019-07-31,13934.4,262.99,11.7,1,2019-09-12
33599,6d6d526,2019-08-31,14266.55,290.79,12.64,1,2019-09-12
33607,6d77d88,2019-09-30,16882.77,726.02,55.33,1,2019-10-02
33606,6d77d88,2019-08-31,18206.74,692.46,48.93,1,2019-10-02
33604,6d77d88,2019-06-30,15492.67,574.59,47.72,1,2019-10-02
33605,6d77d88,2019-07-31,21896.27,807.18,47.43,1,2019-10-02
33602,6d77d88,2019-04-30,12729.63,551.02,55.69,1,2019-10-02
33600,6d77d88,2019-02-28,4531.28,98.44,27.95,1,2019-10-02
33603,6d77d88,2019-05-31,30493.01,1380.68,58.25,1,2019-10-02
33601,6d77d88,2019-03-31,26385.78,1206.39,58.82,1,2019-10-02
33615,6d781e6,2019-06-30,33816.68,1506.25,53.96,1,2019-10-07
33618,6d781e6,2019-09-30,43565.85,1608.06,50.34,1,2019-10-07
33617,6d781e6,2019-08-31,51476.66,2158.98,57.2,1,2019-10-07
33616,6d781e6,2019-07-31,47364.78,1947.05,56.06,1,2019-10-07
33614,6d781e6,2019-05-31,46067.57,2804.06,59.29,1,2019-10-07
33613,6d781e6,2019-04-30,38411.91,2168.9,55.0,1,2019-10-07
33612,6d781e6,2019-03-31,33392.01,1850.44,53.98,1,2019-10-07
33611,6d781e6,2019-02-28,15706.26,883.08,54.77,1,2019-10-07
33610,6d781e6,2019-01-31,15729.29,883.78,54.73,1,2019-10-07
33609,6d781e6,2018-12-31,35272.32,1901.22,52.51,1,2019-10-07
33608,6d781e6,2018-11-30,11822.73,601.45,49.56,1,2019-10-07
33629,6d799ca,2019-08-31,16565.11,670.33,42.02,1,2019-10-31
33628,6d799ca,2019-07-31,19562.89,822.42,43.65,1,2019-10-31
33627,6d799ca,2019-06-30,19438.05,768.36,41.05,1,2019-10-31
33626,6d799ca,2019-05-31,17378.5,802.98,47.98,1,2019-10-31
33630,6d799ca,2019-09-30,15088.32,665.03,45.77,1,2019-10-31
33625,6d799ca,2019-04-30,11014.6,449.48,42.37,1,2019-10-31
33623,6d799ca,2019-02-28,3304.37,150.16,42.19,1,2019-10-31
33622,6d799ca,2019-01-31,427.25,18.82,33.5,1,2019-10-31
33621,6d799ca,2018-12-31,1117.86,54.58,37.13,1,2019-10-31
33620,6d799ca,2018-11-30,123.55,6.01,36.98,1,2019-10-31
33619,6d799ca,2018-10-31,2411.32,111.56,35.18,1,2019-10-31
33624,6d799ca,2019-03-31,35761.04,1546.62,41.35,1,2019-10-31
33642,6d850cb,2019-08-31,20279.93,546.66,34.46,1,2019-09-05
33641,6d850cb,2019-07-31,23838.02,636.8,34.15,1,2019-09-05
33640,6d850cb,2019-06-30,24041.63,651.42,34.64,1,2019-09-05
33639,6d850cb,2019-05-31,22010.02,609.15,35.39,1,2019-09-05
33638,6d850cb,2019-04-30,13267.41,360.31,34.72,1,2019-09-05
33637,6d850cb,2019-03-31,13166.59,331.28,32.17,1,2019-09-05
33636,6d850cb,2019-02-28,25088.58,1014.96,51.72,1,2019-09-05
33635,6d850cb,2019-01-31,14103.45,350.26,31.75,1,2019-09-05
33634,6d850cb,2018-12-31,29853.88,803.12,34.4,1,2019-09-05
33633,6d850cb,2018-11-30,1061.12,25.96,31.28,1,2019-09-05
33632,6d850cb,2018-10-31,5146.23,198.34,30.92,1,2019-09-05
33631,6d850cb,2018-09-30,8037.49,330.36,32.97,1,2019-09-05
33653,6d88dbd,2019-07-31,21770.12,1301.93,61.48,2,2019-09-25
33652,6d88dbd,2019-06-30,1291.05,53.55,38.57,2,2019-09-25
33651,6d88dbd,2019-05-31,10620.55,1559.48,136.54,2,2019-09-25
33654,6d88dbd,2019-08-31,20923.17,1723.08,84.66,2,2019-09-25
33650,6d88dbd,2019-04-30,2581.31,110.46,39.79,2,2019-09-25
33649,6d88dbd,2019-03-31,21636.95,2703.53,116.19,2,2019-09-25
33646,6d88dbd,2018-12-31,4879.59,701.56,102.84,2,2019-09-25
33647,6d88dbd,2019-01-31,14916.97,1375.62,85.75,2,2019-09-25
33645,6d88dbd,2018-11-30,9227.15,1886.32,146.22,2,2019-09-25
33644,6d88dbd,2018-10-31,2015.72,112.09,39.78,2,2019-09-25
33643,6d88dbd,2018-09-30,3728.31,250.71,51.14,1,2019-09-25
33648,6d88dbd,2019-02-28,14168.17,1108.54,72.75,2,2019-09-25
33662,6d89fa3,2019-09-30,16397.29,283.49,25.26,1,2019-10-30
33661,6d89fa3,2019-08-31,14247.06,248.42,25.48,1,2019-10-30
33660,6d89fa3,2019-07-31,16558.32,290.81,25.66,1,2019-10-30
33659,6d89fa3,2019-06-30,14120.64,243.59,25.21,1,2019-10-30
33657,6d89fa3,2019-04-30,14710.01,250.71,24.9,1,2019-10-30
33656,6d89fa3,2019-03-31,15139.87,252.21,24.34,1,2019-10-30
33655,6d89fa3,2019-02-28,510.79,8.82,25.23,1,2019-10-30
33658,6d89fa3,2019-05-31,8488.59,145.92,25.12,1,2019-10-30
33670,6d8d8fb,2019-05-31,13824.9,296.29,25.79,1,2019-10-07
33674,6d8d8fb,2019-09-30,14785.41,314.87,25.63,1,2019-10-07
33673,6d8d8fb,2019-08-31,11755.94,248.78,25.46,1,2019-10-07
33672,6d8d8fb,2019-07-31,13646.17,293.97,25.92,1,2019-10-07
33671,6d8d8fb,2019-06-30,13577.95,285.41,25.29,1,2019-10-07
33669,6d8d8fb,2019-04-30,12194.47,254.03,25.07,1,2019-10-07
33664,6d8d8fb,2018-11-30,10528.96,420.18,30.31,1,2019-10-07
33667,6d8d8fb,2019-02-28,11046.52,233.71,25.46,1,2019-10-07
33666,6d8d8fb,2019-01-31,10547.42,303.07,25.52,1,2019-10-07
33665,6d8d8fb,2018-12-31,12624.87,370.59,25.23,1,2019-10-07
33668,6d8d8fb,2019-03-31,8188.15,170.78,25.1,1,2019-10-07
33663,6d8d8fb,2018-10-31,12764.03,477.75,28.25,1,2019-10-07
33685,6d9221c,2019-09-30,14142.83,575.21,23.91,1,2019-10-07
33684,6d9221c,2019-08-31,17965.06,737.1,24.12,1,2019-10-07
33683,6d9221c,2019-07-31,19524.49,817.34,24.61,1,2019-10-07
33682,6d9221c,2019-06-30,16222.18,664.98,24.1,1,2019-10-07
33681,6d9221c,2019-05-31,14564.55,596.63,24.08,1,2019-10-07
33680,6d9221c,2019-04-30,14102.87,578.83,24.13,1,2019-10-07
33679,6d9221c,2019-03-31,9388.54,378.01,23.52,1,2019-10-07
33678,6d9221c,2019-02-28,9603.69,438.21,25.71,2,2019-10-07
33677,6d9221c,2019-01-31,10111.91,428.96,23.91,2,2019-10-07
33676,6d9221c,2018-12-31,9712.75,428.28,24.85,2,2019-10-07
33675,6d9221c,2018-11-30,6882.15,260.58,21.34,2,2019-10-07
33697,6d92c7f,2019-08-31,12144.02,292.47,24.63,2,2019-09-16
33696,6d92c7f,2019-07-31,13951.56,332.66,24.39,2,2019-09-16
33695,6d92c7f,2019-06-30,10922.66,259.68,24.32,2,2019-09-16
33694,6d92c7f,2019-05-31,14595.38,339.58,23.8,2,2019-09-16
33693,6d92c7f,2019-04-30,10403.37,255.0,25.07,2,2019-09-16
33692,6d92c7f,2019-03-31,10923.76,255.07,23.88,2,2019-09-16
33686,6d92c7f,2018-09-30,17471.72,299.17,17.51,2,2019-09-16
33690,6d92c7f,2019-01-31,12808.44,286.02,22.84,2,2019-09-16
33689,6d92c7f,2018-12-31,10734.0,245.46,23.39,2,2019-09-16
33688,6d92c7f,2018-11-30,11755.43,266.27,23.17,2,2019-09-16
33687,6d92c7f,2018-10-31,15815.31,736.31,47.62,2,2019-09-16
33691,6d92c7f,2019-02-28,10327.22,244.08,24.17,2,2019-09-16
33705,6d9396e,2019-05-31,2036.27,76.03,28.19,1,2019-10-30
33709,6d9396e,2019-09-30,9416.44,648.73,52.01,1,2019-10-30
33708,6d9396e,2019-08-31,4634.51,195.03,31.77,1,2019-10-30
33707,6d9396e,2019-07-31,6902.43,424.06,46.38,1,2019-10-30
33704,6d9396e,2019-04-30,1299.15,49.01,28.48,1,2019-10-30
33706,6d9396e,2019-06-30,1559.09,61.28,29.67,1,2019-10-30
33702,6d9396e,2019-02-28,2022.65,77.32,28.86,1,2019-10-30
33701,6d9396e,2019-01-31,2008.58,83.22,31.28,1,2019-10-30
33700,6d9396e,2018-12-31,1784.51,69.01,29.19,1,2019-10-30
33699,6d9396e,2018-11-30,433.19,17.81,31.03,1,2019-10-30
33698,6d9396e,2018-10-31,1237.4,46.89,28.6,1,2019-10-30
33703,6d9396e,2019-03-31,275.22,10.32,28.31,1,2019-10-30
33720,6da9b91,2019-08-31,815.2,33.14,28.48,1,2019-09-20
33719,6da9b91,2019-07-31,2690.89,136.02,35.41,1,2019-09-20
33718,6da9b91,2019-06-30,1271.14,57.73,31.82,1,2019-09-20
33717,6da9b91,2019-05-31,925.46,33.22,25.15,1,2019-09-20
33716,6da9b91,2019-04-30,1346.78,70.33,36.59,1,2019-09-20
33714,6da9b91,2019-02-28,1643.69,82.17,35.02,1,2019-09-20
33713,6da9b91,2019-01-31,188.23,6.99,26.0,1,2019-09-20
33712,6da9b91,2018-11-30,75.86,2.73,25.23,1,2019-09-20
33711,6da9b91,2018-10-31,75.33,2.71,25.23,1,2019-09-20
33710,6da9b91,2018-09-30,907.3,83.66,64.6,1,2019-09-20
33715,6da9b91,2019-03-31,1782.89,115.35,45.33,1,2019-09-20
33728,6dadc02,2019-09-30,4469.79,204.08,25.02,1,2019-10-28
33727,6dadc02,2019-08-31,3444.67,155.18,24.97,1,2019-10-28
33726,6dadc02,2019-07-31,5355.88,238.06,24.64,1,2019-10-28
33725,6dadc02,2019-06-30,4077.97,185.04,25.15,1,2019-10-28
33723,6dadc02,2019-04-30,5349.19,242.43,25.07,1,2019-10-28
33722,6dadc02,2019-03-31,4157.76,189.03,24.66,1,2019-10-28
33721,6dadc02,2019-02-28,1125.97,50.89,25.06,1,2019-10-28
33724,6dadc02,2019-05-31,4481.94,207.2,24.68,1,2019-10-28
33740,6db3d7c,2019-09-30,3893.4,141.57,25.65,1,2019-10-07
33739,6db3d7c,2019-08-31,4402.83,159.83,25.61,1,2019-10-07
33738,6db3d7c,2019-07-31,4999.79,185.4,26.16,1,2019-10-07
33737,6db3d7c,2019-06-30,6308.31,224.64,25.12,1,2019-10-07
33736,6db3d7c,2019-05-31,4546.67,167.24,25.95,1,2019-10-07
33735,6db3d7c,2019-04-30,5802.0,204.27,24.84,1,2019-10-07
33734,6db3d7c,2019-03-31,4196.2,165.51,27.82,1,2019-10-07
33732,6db3d7c,2019-01-31,5477.68,193.7,24.94,1,2019-10-07
33731,6db3d7c,2018-12-31,5903.98,209.19,24.99,1,2019-10-07
33730,6db3d7c,2018-11-30,4085.6,145.44,25.11,1,2019-10-07
33729,6db3d7c,2018-10-31,4340.34,174.12,24.93,1,2019-10-07
33733,6db3d7c,2019-02-28,2964.78,106.49,25.34,1,2019-10-07
33746,6db4754,2019-07-31,4679.53,532.31,89.5,1,2019-10-28
33747,6db4754,2019-08-31,5798.36,739.77,100.38,1,2019-10-28
33745,6db4754,2019-06-30,6175.55,899.57,114.61,1,2019-10-28
33748,6db4754,2019-09-30,7792.74,1025.18,103.51,1,2019-10-28
33743,6db4754,2019-04-30,1834.96,190.11,81.52,1,2019-10-28
33741,6db4754,2019-02-28,1572.36,90.91,45.49,1,2019-10-28
33744,6db4754,2019-05-31,4911.69,539.67,86.45,1,2019-10-28
33742,6db4754,2019-03-31,4732.38,474.88,78.95,1,2019-10-28
33749,6dc0afa,2018-12-31,2907.21,147.59,34.73,1,2019-10-24
33750,6dc0afa,2019-01-31,3681.83,270.21,47.16,1,2019-10-24
33751,6dc0afa,2019-02-28,1537.38,75.03,32.75,1,2019-10-24
33752,6dc0afa,2019-03-31,6508.27,466.59,49.05,1,2019-10-24
33753,6dc0afa,2019-04-30,4150.31,265.21,42.54,1,2019-10-24
33754,6dc0afa,2019-05-31,6443.38,516.15,54.81,1,2019-10-24
33755,6dc0afa,2019-06-30,4273.64,265.54,41.64,1,2019-10-24
33756,6dc0afa,2019-07-31,5758.03,360.7,42.86,1,2019-10-24
33757,6dc0afa,2019-08-31,4070.54,313.44,49.47,1,2019-10-24
33758,6dc0afa,2019-09-30,4816.38,373.66,50.29,1,2019-10-24
33766,6dc2648,2019-04-30,208784.22,9849.52,60.7,1,2019-09-18
33770,6dc2648,2019-08-31,174675.4,9790.71,72.11,1,2019-09-18
33769,6dc2648,2019-07-31,170461.4,9974.25,75.28,1,2019-09-18
33768,6dc2648,2019-06-30,140803.04,7990.49,73.01,1,2019-09-18
33767,6dc2648,2019-05-31,144174.78,7532.4,67.22,1,2019-09-18
33765,6dc2648,2019-03-31,156397.01,8453.52,69.54,1,2019-09-18
33763,6dc2648,2019-01-31,138629.44,6975.96,64.74,1,2019-09-18
33762,6dc2648,2018-12-31,166461.78,8439.39,65.23,1,2019-09-18
33761,6dc2648,2018-11-30,184102.86,9479.13,66.24,1,2019-09-18
33760,6dc2648,2018-10-31,207383.73,11602.21,60.42,1,2019-09-18
33759,6dc2648,2018-09-30,152481.98,10320.01,69.23,1,2019-09-18
33764,6dc2648,2019-02-28,141359.3,7602.11,69.19,1,2019-09-18
33775,6dc88d7,2019-01-31,12782.62,329.12,25.2,1,2019-09-03
33779,6dc88d7,2019-05-31,168949.95,3505.04,25.11,1,2019-09-03
33778,6dc88d7,2019-04-30,270541.19,5636.35,25.22,1,2019-09-03
33777,6dc88d7,2019-03-31,125213.5,2666.16,25.56,1,2019-09-03
33776,6dc88d7,2019-02-28,4651.95,118.58,24.95,1,2019-09-03
33773,6dc88d7,2018-11-30,144.57,3.73,25.23,1,2019-09-03
33772,6dc88d7,2018-10-31,97283.46,2489.49,25.05,1,2019-09-03
33771,6dc88d7,2018-09-30,147360.5,3810.62,25.31,1,2019-09-03
33774,6dc88d7,2018-12-31,4192.12,104.96,24.51,1,2019-09-03
33787,6dced98,2019-05-31,1269.89,54.74,25.05,1,2019-10-30
33788,6dced98,2019-06-30,1378.29,55.82,25.1,1,2019-10-30
33786,6dced98,2019-04-30,1416.48,61.05,24.97,1,2019-10-30
33790,6dced98,2019-08-31,1106.33,44.97,25.2,1,2019-10-30
33789,6dced98,2019-07-31,2229.92,90.11,25.05,1,2019-10-30
33791,6dced98,2019-09-30,1869.44,75.28,24.96,1,2019-10-30
33785,6dced98,2019-03-31,1285.03,55.37,24.97,1,2019-10-30
33783,6dced98,2019-01-31,952.85,40.94,24.9,1,2019-10-30
33782,6dced98,2018-12-31,1409.03,60.7,24.96,1,2019-10-30
33781,6dced98,2018-11-30,1393.85,60.6,25.19,1,2019-10-30
33780,6dced98,2018-10-31,1224.92,52.65,24.91,1,2019-10-30
33784,6dced98,2019-02-28,1353.59,59.42,25.44,1,2019-10-30
33803,6dda030,2019-09-30,8485.85,302.36,25.22,1,2019-10-07
33802,6dda030,2019-08-31,7439.86,266.7,25.37,1,2019-10-07
33801,6dda030,2019-07-31,5866.22,216.38,25.18,1,2019-10-07
33800,6dda030,2019-06-30,6946.6,288.16,25.03,2,2019-10-07
33799,6dda030,2019-05-31,6182.52,260.52,25.43,2,2019-10-07
33798,6dda030,2019-04-30,3915.32,163.09,25.14,2,2019-10-07
33797,6dda030,2019-03-31,1381.15,57.09,24.95,2,2019-10-07
33795,6dda030,2019-01-31,3594.33,148.38,24.91,2,2019-10-07
33794,6dda030,2018-12-31,760.53,29.84,23.67,2,2019-10-07
33793,6dda030,2018-11-30,1033.75,40.88,23.86,2,2019-10-07
33792,6dda030,2018-10-31,1424.82,58.86,24.93,2,2019-10-07
33796,6dda030,2019-02-28,4573.71,187.33,24.72,2,2019-10-07
33811,6de085f,2019-09-30,32104.16,3264.97,61.78,1,2019-10-09
33810,6de085f,2019-08-31,51182.33,5610.61,64.25,2,2019-10-09
33809,6de085f,2019-07-31,33168.68,4022.41,71.08,2,2019-10-09
33808,6de085f,2019-06-30,4863.01,440.17,53.05,2,2019-10-09
33806,6de085f,2019-04-30,4499.22,458.34,59.71,2,2019-10-09
33805,6de085f,2019-03-31,16926.94,1905.17,65.97,2,2019-10-09
33804,6de085f,2019-02-28,8880.34,999.31,65.96,2,2019-10-09
33807,6de085f,2019-05-31,5841.74,656.4,65.86,2,2019-10-09
33820,6de890b,2019-09-30,17751.79,432.3,24.91,1,2019-10-16
33819,6de890b,2019-08-31,16348.64,410.28,25.67,1,2019-10-16
33818,6de890b,2019-07-31,16985.74,414.69,24.97,1,2019-10-16
33816,6de890b,2019-05-31,12832.76,384.77,24.91,1,2019-10-16
33817,6de890b,2019-06-30,11707.65,286.61,25.04,1,2019-10-16
33814,6de890b,2019-03-31,11109.77,419.93,25.01,1,2019-10-16
