,client_id,data_de_desembolso,data_cadastro,tpv_prometido,mcc,segmento,cidade,bairro,canal_de_vendas,subcanal_de_vendas,uf,regiao
3544,644bc83,19/09/2019,20/12/2018,25000.0,2,2,4,930,1,1,7,4
3202,64712f1,24/10/2019,21/08/2018,30000.0,11,8,4,292,1,1,7,4
2977,647286f,26/09/2019,30/11/2018,40000.0,53,7,233,2289,1,4,1,1
2672,6479f87,23/09/2019,31/07/2018,,28,8,199,0,1,1,2,1
3598,647b9c1,20/09/2019,22/08/2018,15000.0,7,7,225,927,1,1,10,4
3070,647d123,07/10/2019,16/11/2018,12000.0,5,9,163,2033,1,1,1,1
3493,6481bb0,07/10/2019,26/06/2018,50000.0,4,4,3,35,1,1,3,2
1660,648ea03,28/10/2019,06/12/2016,15000.0,18,21,12,18,1,1,1,1
3671,64abc0a,03/10/2019,24/01/2019,70000.0,9,11,17,23,1,1,2,1
460,64af240,25/09/2019,02/05/2018,67000.0,3,1,142,924,1,1,1,1
3542,64b62d1,30/09/2019,31/10/2018,40000.0,72,5,175,1,1,1,4,2
3263,64b9311,25/09/2019,20/02/2018,6000.0,31,4,1,948,1,1,1,1
3361,64c3a86,28/10/2019,31/12/2018,40000.0,70,22,32,1122,1,1,16,3
2130,64c8852,07/10/2019,05/10/2018,11000.0,15,5,3,7,1,1,3,2
2106,64cb918,28/10/2019,06/04/2019,,3,1,325,0,1,1,15,3
3669,64cfa89,28/10/2019,10/05/2018,6000.0,1,3,26,1265,1,1,5,1
1050,64e155c,16/10/2019,10/10/2018,25000.0,5,9,53,1540,1,1,1,1
2746,64e5bf1,28/10/2019,24/01/2019,6000.0,5,9,221,1025,1,1,1,1
3173,64e830c,11/10/2019,02/11/2018,100000.0,4,4,331,0,1,1,4,2
3157,64e951f,24/10/2019,09/03/2019,90000.0,7,7,309,0,1,4,17,5
3764,64edb33,25/10/2019,29/10/2018,14000.0,54,14,10,804,1,1,11,3
3438,64f9e7d,20/09/2019,14/12/2018,,71,5,92,0,1,1,8,3
2412,64fe48d,08/10/2019,28/03/2017,,20,23,26,1086,1,1,5,1
1770,64ff0c0,28/10/2019,19/03/2019,12000.0,2,2,386,0,1,1,6,2
408,650e9c3,17/10/2019,27/07/2018,15000.0,1,3,94,1,1,1,3,2
3813,651537c,16/10/2019,07/06/2018,,67,5,9,30,1,1,6,2
212,6515b1b,31/10/2019,03/05/2018,25600.0,3,1,2,316,1,1,2,1
1778,6523830,17/10/2019,15/09/2018,8000.0,3,1,382,1243,1,1,11,3
3483,652e92b,31/10/2019,20/01/2018,30000.0,17,20,50,1,1,1,3,2
3463,6533113,07/10/2019,21/02/2019,25000.0,15,5,23,382,1,1,13,3
3036,6536ed0,10/10/2019,30/11/2018,40000.0,3,1,13,2096,1,1,1,1
2925,653b337,26/09/2019,11/12/2018,21200.0,5,9,4,45,1,1,7,4
937,65426d8,01/10/2019,30/06/2017,32000.0,27,19,101,967,1,1,1,1
3072,654739c,16/10/2019,19/03/2019,15000.0,18,21,53,15,1,1,1,1
3327,6548858,28/10/2019,29/08/2018,10000.0,2,2,283,0,1,1,4,2
3641,65538ce,30/10/2019,13/11/2018,5000.0,4,4,24,391,1,1,1,1
377,6555873,11/09/2019,07/08/2017,15000.0,6,1,36,3019,1,1,3,2
1839,655beea,25/09/2019,14/09/2018,9000.0,2,2,66,304,1,1,20,4
3903,6569e6b,01/10/2019,18/07/2018,17000.0,70,22,156,0,1,1,2,1
1112,6575c13,07/10/2019,23/08/2018,30000.0,21,24,29,1088,1,1,5,1
3380,657bbbb,15/10/2019,10/01/2019,8000.0,1,3,122,0,1,1,2,1
3515,657f3f1,08/10/2019,18/10/2018,50000.0,4,4,118,436,1,1,8,3
1859,6582c87,02/09/2019,20/10/2018,15000.0,11,8,32,624,1,1,16,3
747,658cc2f,02/10/2019,26/06/2018,66000.0,11,8,92,1666,1,1,8,3
2594,659433b,20/09/2019,26/11/2018,15000.0,2,2,38,303,1,1,1,1
2899,6599388,28/10/2019,28/03/2019,10000.0,1,3,249,0,1,1,1,1
2905,659b1b5,10/09/2019,26/06/2018,8000.0,24,16,3,1,1,1,3,2
2211,65a46c5,21/10/2019,19/11/2018,5000.0,2,2,287,11,1,1,10,4
1355,65ae804,16/10/2019,08/11/2016,,9,11,39,1,1,1,4,2
81,65b78e9,28/10/2019,03/12/2018,52000.0,24,16,59,1,1,1,1,1
417,65b7eb0,23/10/2019,20/03/2019,23000.0,3,1,789,0,1,1,2,1
1581,65bcf17,10/09/2019,30/11/2018,50000.0,5,9,3,37,1,1,3,2
478,65be291,08/10/2019,11/05/2018,40000.0,137,23,4,19,1,1,7,4
3982,65be753,25/09/2019,19/10/2017,4000.0,1,3,185,1574,1,1,4,2
4062,65db907,20/09/2019,31/10/2018,20000.0,31,4,186,101,1,1,3,2
4012,65e34c9,23/09/2019,11/10/2018,60000.0,20,23,4,126,1,1,7,4
678,65e3669,18/09/2019,17/02/2018,25500.0,47,6,330,2820,1,3,2,1
3150,65e5a83,16/10/2019,20/12/2017,20000.0,34,15,24,2121,1,1,1,1
527,65e76c9,30/09/2019,06/09/2018,31000.0,19,17,6,21,1,1,8,3
3450,65ea1a5,23/09/2019,19/05/2017,15000.0,9,11,45,1,1,1,1,1
1802,65f0181,07/10/2019,08/11/2018,4000.0,24,16,69,1,1,1,1,1
3399,65fc181,26/09/2019,15/12/2017,,25,18,725,0,1,3,5,1
141,6603da8,17/10/2019,28/09/2018,100000.0,4,4,104,1,1,1,9,3
303,6615f6b,02/09/2019,17/09/2018,10000.0,2,2,82,1,1,3,1,1
2109,6616820,17/10/2019,29/03/2018,,17,20,39,227,1,1,4,2
2123,66271f7,25/09/2019,18/01/2018,35000.0,20,23,37,1,1,1,2,1
3541,662f400,18/09/2019,08/10/2018,100000.0,3,1,94,1,1,1,3,2
1211,663145b,25/09/2019,07/08/2018,100000.0,2,2,7,812,1,1,9,3
3798,664b7a8,30/10/2019,23/10/2018,10000.0,1,3,10,1,1,1,11,3
1667,664d2a4,08/10/2019,14/02/2019,5000.0,46,16,200,0,1,1,3,2
2415,66528ec,10/10/2019,22/08/2018,50000.0,7,7,223,93,1,4,19,4
2434,6652b4b,21/10/2019,24/06/2017,,3,1,19,7,1,1,1,1
2456,6653cfd,07/10/2019,07/01/2019,10000.0,1,3,2,1,1,1,2,1
3007,6658eef,20/09/2019,21/12/2018,10000.0,11,8,3,37,1,1,3,2
1702,665cf14,25/09/2019,22/11/2017,55000.0,1,3,2,28,1,1,2,1
1067,6668587,25/09/2019,19/10/2018,9000.0,58,26,100,1321,1,1,1,1
681,6671636,25/09/2019,13/09/2017,50000.0,1,3,3,90,1,1,3,2
2099,6671699,28/10/2019,25/07/2018,20000.0,16,14,8,79,1,1,10,4
645,6672fce,28/10/2019,13/11/2018,20000.0,7,7,28,1430,1,1,1,1
3778,6676fc0,07/10/2019,26/05/2018,45000.0,2,2,79,1,1,1,6,2
3980,66782ad,01/10/2019,26/04/2017,,1,3,39,1,1,1,4,2
1170,667c07a,28/10/2019,20/12/2018,,2,2,74,0,1,1,2,1
371,6686b44,04/09/2019,23/04/2018,30000.0,10,12,1,54,1,1,1,1
3445,668a02a,25/09/2019,04/08/2018,25000.0,4,4,50,495,1,1,3,2
2983,668f757,20/09/2019,10/10/2017,15000.0,2,2,127,673,1,1,4,2
4145,6692642,30/10/2019,23/02/2019,,59,6,172,1,1,1,6,2
2272,669a815,28/10/2019,20/07/2018,14000.0,75,15,7,872,1,1,9,3
582,669de4e,28/10/2019,19/09/2018,1000.0,3,1,1,153,1,1,1,1
3697,66a3b57,20/09/2019,14/11/2017,40000.0,25,18,593,0,1,1,6,2
2958,66a92c8,25/09/2019,27/06/2017,22400.0,17,20,2,9,1,1,2,1
2588,66ab179,31/10/2019,14/09/2018,11000.0,17,20,63,934,1,1,2,1
3338,66ba302,31/10/2019,07/02/2017,,25,18,45,1133,1,1,1,1
2368,66bae09,24/10/2019,22/11/2016,16000.0,9,11,13,726,1,1,1,1
1429,66bd326,23/09/2019,10/10/2018,25000.0,16,14,8,1149,1,1,10,4
4121,66bfb59,28/10/2019,24/08/2018,10000.0,2,2,90,1,1,1,6,2
1823,66e24e4,18/09/2019,22/11/2018,40000.0,3,1,14,975,1,1,3,2
2589,66e25cf,10/10/2019,26/06/2018,30100.0,3,1,20,324,1,1,14,3
402,66e5f7b,10/10/2019,04/05/2017,25000.0,86,13,77,986,1,1,4,2
3972,6701bc3,28/10/2019,24/05/2018,20000.0,61,5,108,3013,1,1,1,1
3640,6709fc7,31/10/2019,24/09/2018,10000.0,2,2,63,2952,1,1,2,1
3920,671978f,23/09/2019,28/09/2018,12000.0,15,5,154,0,1,1,4,2
342,67213f0,31/10/2019,18/04/2019,60000.0,14,2,190,159,1,1,10,4
2266,672bb04,07/10/2019,18/10/2017,20000.0,4,4,21,48,1,1,5,1
4096,672ce99,28/10/2019,28/03/2019,18000.0,3,1,655,0,1,1,1,1
1622,672cfd2,10/09/2019,10/06/2018,19800.0,21,24,1,1522,1,1,1,1
401,6730276,17/10/2019,08/03/2019,6000.0,24,16,55,1,1,1,1,1
2064,6744877,31/10/2019,01/10/2018,60000.0,7,7,1,27,1,1,1,1
1597,674867a,28/10/2019,21/12/2018,,8,10,1,253,1,1,1,1
2724,6754ed9,02/09/2019,01/11/2018,12000.0,3,1,71,473,1,1,6,2
837,676597b,07/10/2019,07/12/2018,6000.0,2,2,1,574,1,1,1,1
968,676b357,17/10/2019,04/07/2018,6000.0,22,15,1,3077,1,1,1,1
2789,6777ffe,18/10/2019,15/12/2017,30000.0,18,21,201,107,1,3,2,1
4113,677eace,25/09/2019,21/11/2018,40000.0,4,4,14,298,1,1,3,2
1752,67892eb,19/09/2019,28/09/2018,40000.0,6,1,4,2,1,1,7,4
2862,6794f06,17/10/2019,25/06/2018,11000.0,2,2,3,37,1,1,3,2
3480,67a4338,08/10/2019,18/11/2017,500000.0,3,1,528,0,1,3,3,2
2734,67ca5f4,24/10/2019,21/02/2019,30000.0,29,6,6,10,1,1,8,3
3686,67cf1aa,08/10/2019,17/01/2019,30000.0,1,3,1,1594,1,1,1,1
1544,67cfd11,07/10/2019,15/01/2019,30000.0,11,8,73,327,1,1,2,1
1669,67d1eda,07/10/2019,24/01/2019,12000.0,31,4,7,450,1,1,9,3
3305,67d9a5a,25/09/2019,26/12/2018,25000.0,90,22,65,389,1,2,1,1
1307,67ded10,23/10/2019,27/03/2019,13600.0,3,1,49,2020,1,1,19,4
3609,67dedbc,28/10/2019,16/02/2017,,58,26,39,1,1,1,4,2
70,67e5d91,07/10/2019,16/11/2018,16000.0,10,12,64,834,1,1,4,2
3239,67eb1e2,21/10/2019,27/11/2018,150000.0,12,1,26,393,1,1,5,1
2753,67fb6d2,28/10/2019,30/04/2019,4000.0,66,6,19,1,1,1,1,1
2715,67fca5e,23/10/2019,19/03/2019,20000.0,4,4,190,11,1,1,10,4
1242,680204a,16/10/2019,02/03/2019,20000.0,46,16,41,1527,1,1,17,5
3953,680ad05,11/09/2019,10/08/2018,100000.0,12,1,258,1,1,1,10,4
2178,682447a,28/10/2019,07/07/2017,8000.0,1,3,86,1,1,1,4,2
1657,6824816,25/09/2019,03/01/2018,,2,2,74,822,1,1,2,1
3301,682e688,31/10/2019,15/03/2019,70000.0,18,21,4,2,1,1,7,4
146,68342d9,31/10/2019,30/01/2019,40000.0,22,15,524,0,1,1,8,3
2175,684049f,03/09/2019,01/02/2017,,6,1,5,39,1,3,5,1
2546,6846c22,25/10/2019,12/02/2019,,3,1,2,67,2,5,2,1
111,684a342,28/10/2019,21/07/2018,,15,5,2,76,1,1,2,1
745,685baf2,28/10/2019,10/10/2019,21000.0,73,7,17,1,1,1,2,1
3927,685eaf2,20/09/2019,19/06/2017,50000.0,41,5,87,531,1,1,1,1
1557,6875ce9,12/09/2019,14/05/2018,14000.0,3,1,128,72,1,1,21,5
1319,6876611,03/09/2019,06/11/2018,22000.0,27,19,8,101,1,1,10,4
2731,6878640,24/10/2019,18/03/2019,30000.0,3,1,3,232,1,1,3,2
2565,687989b,07/10/2019,18/11/2018,,5,9,423,2623,1,1,1,1
3961,687ea24,10/09/2019,22/11/2016,,50,5,2,67,1,1,2,1
2054,688f131,31/10/2019,25/01/2018,60000.0,13,13,149,1,1,1,3,2
3484,6892457,16/10/2019,05/06/2018,20000.0,15,5,5,498,1,3,5,1
2618,689a6d4,23/10/2019,25/06/2018,20000.0,3,1,4,220,1,1,7,4
1816,689a874,30/09/2019,25/07/2018,18000.0,11,8,97,1193,1,2,1,1
3947,68a31a9,02/10/2019,28/01/2019,12500.0,27,19,21,1273,1,1,5,1
2831,68a55ae,28/10/2019,16/01/2019,12500.0,22,15,61,105,1,1,1,1
1559,68a97c8,20/09/2019,16/03/2018,20000.0,60,6,199,0,1,1,2,1
3178,68aabef,16/10/2019,12/03/2019,,13,13,141,0,1,1,17,5
1450,68b82db,21/10/2019,12/02/2019,,2,2,1,15,1,1,1,1
1566,68bcff2,31/10/2019,05/11/2018,12000.0,5,9,143,3151,1,1,1,1
2728,68c5c50,11/10/2019,11/11/2017,26000.0,1,3,1,17,1,1,1,1
1423,68c7d0b,30/10/2019,13/07/2017,,3,1,27,132,1,2,1,1
388,68c9f41,09/09/2019,27/11/2018,20000.0,58,26,3,26,1,1,3,2
4143,68cba3c,30/09/2019,06/09/2018,,14,2,41,106,2,5,17,5
1086,68d461f,30/10/2019,24/01/2018,15000.0,7,7,14,684,1,1,3,2
3799,68dc13a,09/10/2019,08/01/2019,10000.0,2,2,646,0,1,3,6,2
2572,68e1331,24/10/2019,03/06/2017,40000.0,136,5,132,1,1,1,3,2
2895,68e1788,24/10/2019,27/07/2017,,4,4,433,0,1,1,1,1
298,68f34ef,26/09/2019,18/10/2018,60000.0,11,8,124,825,1,1,9,3
3546,68f69c8,15/10/2019,05/03/2018,,13,13,43,785,1,1,2,1
3802,68f8b17,30/10/2019,13/02/2019,25000.0,8,10,1,616,1,1,1,1
963,68ff599,20/09/2019,20/09/2018,15000.0,17,20,344,0,1,1,9,3
1395,690742e,25/09/2019,21/12/2018,20000.0,2,2,1,647,1,1,1,1
264,6907499,09/09/2019,30/11/2018,30000.0,75,15,1,33,1,1,1,1
3167,690b3fa,07/10/2019,11/02/2019,10000.0,113,6,49,1330,1,1,19,4
1740,690d3eb,15/10/2019,18/09/2018,25000.0,7,7,765,0,1,1,2,1
1917,6912621,30/09/2019,23/01/2019,50100.0,10,12,82,82,1,2,1,1
2928,691b6a3,07/10/2019,23/02/2019,25000.0,9,11,41,1291,1,1,17,5
2500,691eae6,28/10/2019,03/04/2019,15000.0,9,11,120,524,1,1,23,3
1328,691f0b5,24/10/2019,01/11/2018,10000.0,29,6,107,1412,1,1,6,2
3985,6925339,28/10/2019,18/08/2017,,63,22,146,58,1,1,1,1
1536,692e464,02/10/2019,01/09/2018,10000.0,73,7,49,1395,1,1,19,4
1336,6932151,26/09/2019,28/11/2018,20000.0,3,1,62,2211,1,1,1,1
2313,6937e0b,31/10/2019,11/12/2018,35000.0,16,14,139,1,1,1,3,2
3241,693b1d1,07/10/2019,05/11/2018,10000.0,19,17,14,1,1,1,3,2
3997,69401ad,21/10/2019,18/02/2019,50000.0,46,16,61,1,1,1,1,1
2657,694b705,23/10/2019,16/06/2018,145000.0,19,17,44,1707,1,1,18,3
3794,694b9b2,16/10/2019,11/10/2018,16000.0,27,19,4,344,1,1,7,4
2261,6959f57,01/10/2019,27/07/2018,200000.0,39,17,4,2,1,1,7,4
2510,6962119,08/10/2019,25/10/2017,,1,3,4,4,1,1,7,4
3882,696f180,29/10/2019,04/02/2019,50000.0,49,8,298,0,1,1,3,2
3870,6972a8b,30/09/2019,18/01/2018,10000.0,1,3,190,3188,1,1,10,4
2133,69778d5,20/09/2019,01/11/2018,40000.0,18,21,34,1920,1,1,2,1
3287,697b18f,18/09/2019,03/07/2018,10000.0,2,2,203,905,1,1,3,2
3971,6982c0e,28/10/2019,14/08/2018,9000.0,18,21,251,504,1,2,5,1
315,69850ec,21/10/2019,20/03/2019,,18,21,42,770,1,1,15,3
3185,69883c2,26/09/2019,24/10/2018,20000.0,24,16,17,23,1,1,2,1
2913,6996314,06/09/2019,11/07/2018,20000.0,4,4,2,432,1,1,2,1
1397,699c22e,21/10/2019,27/09/2018,20200.0,10,12,131,1517,1,1,1,1
1392,699e79a,07/10/2019,10/11/2018,18500.0,8,10,239,526,1,1,8,3
2550,69a0d87,30/10/2019,18/01/2019,,2,2,2,32,1,1,2,1
1469,69a39f1,31/10/2019,09/04/2019,20000.0,33,5,234,1,1,1,3,2
3970,69a68fb,25/09/2019,29/11/2018,100000.0,7,7,58,896,1,1,1,1
2639,69abc36,11/10/2019,31/01/2019,6000.0,3,1,146,548,1,1,1,1
2648,69ae539,28/10/2019,12/03/2019,5000.0,36,22,2,76,1,1,2,1
39,69af399,16/10/2019,28/03/2019,32000.0,7,7,1,1168,1,1,1,1
1548,69b0b7b,25/09/2019,26/07/2017,,22,15,1,116,3,5,1,1
1961,69b918a,30/10/2019,04/12/2018,12500.0,1,3,1,2987,1,1,1,1
3113,69d8d31,17/10/2019,18/12/2018,10000.0,13,13,1,20,1,1,1,1
3719,69dc7a7,08/10/2019,20/03/2018,45000.0,20,23,62,1,1,1,1,1
4124,69edf8e,02/09/2019,15/11/2018,70000.0,4,4,543,0,1,1,10,4
1187,69f4588,31/10/2019,29/09/2016,100000.0,2,2,1,148,1,1,1,1
3507,69fab9e,31/10/2019,23/01/2018,30000.0,11,8,477,0,1,3,3,2
159,6a04917,03/09/2019,08/10/2018,65000.0,6,1,9,291,1,1,6,2
3951,6a080a7,25/09/2019,20/06/2018,25000.0,12,1,186,2612,1,1,3,2
2351,6a0cb6e,30/10/2019,12/02/2019,20000.0,108,5,7,687,1,1,9,3
3104,6a1e7b6,25/09/2019,23/11/2017,,7,7,7,251,1,1,9,3
3054,6a31da2,10/09/2019,14/12/2018,15000.0,1,3,59,631,1,1,1,1
3819,6a323e7,11/10/2019,04/11/2018,50000.0,5,9,69,1,1,1,1,1
2848,6a35af0,29/10/2019,12/01/2018,30000.0,6,1,47,645,1,1,3,2
330,6a390f8,07/10/2019,01/02/2019,8000.0,17,20,129,935,1,1,15,3
3949,6a490f7,11/10/2019,15/12/2017,13000.0,4,4,726,0,1,1,1,1
3975,6a4e824,16/10/2019,15/03/2019,,22,15,44,0,1,1,18,3
2163,6a530bb,07/10/2019,21/06/2018,20000.0,6,1,5,824,1,3,5,1
1038,6a58367,28/10/2019,18/02/2019,12000.0,3,1,5,2275,1,2,5,1
686,6a5dd71,30/10/2019,16/03/2017,,2,2,181,11,1,1,21,5
865,6a6419a,20/09/2019,01/08/2018,100000.0,49,8,28,2416,1,1,1,1
2196,6a6b1de,16/10/2019,26/03/2019,23600.0,14,2,99,600,1,1,1,1
1142,6a6dfbe,31/10/2019,18/03/2019,10000.0,5,9,110,384,1,1,1,1
74,6a708b8,26/09/2019,04/10/2017,35000.0,11,8,127,673,1,1,4,2
269,6a72051,16/10/2019,06/03/2019,9000.0,1,3,45,772,1,1,1,1
884,6a7511e,21/10/2019,29/03/2019,11500.0,8,10,4,472,1,1,7,4
2208,6a76981,15/10/2019,18/04/2017,,3,1,143,320,1,1,1,1
2271,6a8e01f,09/09/2019,08/06/2018,30000.0,2,2,217,0,1,1,8,3
64,6a9ae77,31/10/2019,25/10/2018,15000.0,2,2,62,1410,1,1,1,1
2683,6a9d578,28/10/2019,25/10/2018,35000.0,12,1,12,3158,1,1,1,1
2784,6aa3a3d,07/10/2019,14/02/2019,30000.0,33,5,151,1521,1,1,24,5
2160,6abdd61,02/10/2019,11/04/2018,,47,6,27,364,1,2,1,1
3048,6ac6ceb,07/10/2019,22/03/2017,,16,14,19,1261,1,1,1,1
3058,6ad2b4d,31/10/2019,21/12/2018,15000.0,7,7,44,1,1,1,18,3
455,6ad601d,10/10/2019,21/09/2017,25000.0,42,1,45,3000,1,1,1,1
27,6ae6d16,23/10/2019,26/09/2017,30000.0,3,1,86,1,1,1,4,2
1207,6aed6de,25/09/2019,13/11/2018,50000.0,4,4,109,1,1,1,6,2
1793,6aee94e,31/10/2019,21/03/2018,8000.0,5,9,270,0,1,1,1,1
637,6af1da9,17/10/2019,17/01/2019,8000.0,8,10,447,435,1,1,10,4
3553,6afa4d9,07/10/2019,27/10/2018,10000.0,62,6,3,26,1,1,3,2
911,6afaf87,02/10/2019,13/02/2019,,5,9,3,259,1,1,3,2
2484,6b0e9b2,16/10/2019,14/08/2018,6000.0,24,16,162,806,1,3,3,2
3954,6b10fa8,28/10/2019,05/04/2019,5000.0,6,1,12,3085,1,1,1,1
2632,6b14371,30/10/2019,14/09/2018,15000.0,2,2,18,1520,1,1,3,2
2457,6b20e51,28/10/2019,11/07/2017,38000.0,1,3,132,1,1,1,3,2
3441,6b24d64,26/09/2019,26/09/2018,60000.0,22,15,93,1,1,1,5,1
3272,6b33d20,30/10/2019,13/12/2018,,5,9,64,2125,1,1,4,2
3629,6b35ba6,01/10/2019,25/10/2018,,13,13,97,2078,1,2,1,1
3735,6b3b738,28/10/2019,23/10/2018,11000.0,1,3,28,411,1,1,1,1
3941,6b3fde0,11/10/2019,19/09/2018,20000.0,13,13,2,8,1,1,2,1
1922,6b4eaeb,28/10/2019,15/02/2019,10000.0,32,5,32,664,1,1,16,3
925,6b54aff,13/09/2019,09/06/2017,20000.0,2,2,132,1408,1,1,3,2
409,6b54b34,21/10/2019,03/12/2016,,4,4,1,63,1,1,1,1
3393,6b638b8,03/09/2019,18/08/2017,10000.0,58,26,40,1,1,1,1,1
2081,6b65ad2,16/10/2019,13/03/2017,,6,1,174,0,1,1,4,2
3533,6b69b9f,18/09/2019,07/03/2018,10000.0,4,4,1,1703,1,1,1,1
2268,6b72597,26/09/2019,18/04/2018,20000.0,13,13,574,0,1,1,20,4
2107,6b793cc,16/09/2019,16/10/2017,,83,26,12,216,1,1,1,1
2373,6b7d352,11/09/2019,21/03/2018,,1,3,1,75,1,1,1,1
2631,6b89ab4,30/10/2019,13/02/2019,15000.0,2,2,1,852,1,1,1,1
1601,6b8b074,16/10/2019,11/02/2019,20000.0,6,1,35,1,1,1,4,2
54,6b8baae,20/09/2019,13/10/2017,85000.0,22,15,99,170,1,1,1,1
708,6b8df75,17/10/2019,24/03/2018,,10,12,23,1270,1,1,13,3
4159,6b9271c,31/10/2019,04/04/2019,60000.0,12,1,235,0,1,1,10,4
521,6ba7014,07/10/2019,20/01/2018,5000.0,7,7,38,901,1,1,1,1
801,6bb0f4b,31/10/2019,18/10/2017,50000.0,19,17,14,624,2,5,3,2
3129,6bbb48d,16/10/2019,13/06/2018,40000.0,30,8,18,614,1,1,3,2
981,6bc48d9,28/10/2019,17/04/2019,1650.0,21,24,254,2630,1,1,12,1
1164,6bc4ea3,31/10/2019,18/05/2018,8000.0,4,4,2,950,1,3,2,1
1959,6bd301d,02/10/2019,19/01/2019,,13,13,8,11,1,1,10,4
2560,6bdc0af,31/10/2019,30/03/2019,4000.0,2,2,25,3209,1,1,1,1
1128,6be1ad0,02/10/2019,25/01/2018,20000.0,2,2,85,501,1,1,1,1
437,6be438f,16/09/2019,26/04/2018,,3,1,99,1611,1,1,1,1
717,6be979a,30/10/2019,29/06/2017,25000.0,27,19,17,23,1,1,2,1
953,6bef361,20/09/2019,18/04/2017,,17,20,35,1,1,1,4,2
1628,6bfc400,07/10/2019,08/11/2018,49000.0,4,4,3,37,1,1,3,2
1179,6bfd6be,07/10/2019,06/02/2018,10000.0,9,11,2,0,1,1,2,1
2009,6c05020,20/09/2019,29/11/2018,40000.0,15,5,24,949,1,1,1,1
1551,6c0a196,23/10/2019,15/03/2019,,16,14,4,2086,1,1,7,4
3080,6c1090f,25/10/2019,03/04/2019,,63,22,1,2073,1,1,1,1
4153,6c2659b,10/09/2019,08/11/2018,20100.0,8,10,5,1005,1,2,5,1
1677,6c31ca2,31/10/2019,31/10/2018,26000.0,20,23,119,238,1,1,1,1
2859,6c37259,10/09/2019,27/10/2018,54000.0,1,3,50,1,1,1,3,2
3334,6c48045,28/10/2019,01/03/2019,6000.0,23,25,129,2128,1,1,15,3
1005,6c5d425,11/09/2019,30/09/2017,25000.0,42,1,142,1,1,1,1,1
3208,6c637cb,07/10/2019,19/02/2019,70000.0,35,16,256,1,1,1,8,3
3053,6c6f225,17/10/2019,28/07/2017,80000.0,181,6,14,483,1,1,3,2
3016,6c711e9,11/10/2019,09/10/2018,55000.0,47,6,1,130,1,1,1,1
3064,6c732a4,28/10/2019,20/09/2017,25000.0,2,2,35,248,1,1,4,2
3907,6c7cdc8,30/10/2019,08/08/2018,35000.0,11,8,1,27,1,1,1,1
3391,6c99424,02/09/2019,18/10/2018,41000.0,2,2,429,0,1,1,6,2
2075,6ca5c93,30/10/2019,16/01/2018,60000.0,23,25,2,1,1,1,2,1
4035,6ca608e,08/10/2019,30/01/2019,10000.0,2,2,20,1,1,1,14,3
1629,6cb4cdb,02/09/2019,07/08/2018,30000.0,3,1,22,373,1,2,1,1
1106,6cbee31,06/09/2019,11/05/2018,200000.0,15,5,2,142,1,1,2,1
3052,6cc49e1,05/09/2019,01/11/2018,30000.0,1,3,19,242,1,1,1,1
103,6cc92f4,21/10/2019,25/07/2017,110000.0,13,13,3,733,1,1,3,2
2307,6cd0d66,30/10/2019,19/03/2019,5000.0,3,1,155,1509,1,1,1,1
1727,6cd681e,30/09/2019,13/09/2018,80000.0,75,15,279,0,1,1,1,1
2876,6ce8ce6,28/10/2019,22/01/2018,20000.0,7,7,33,995,1,1,1,1
3083,6cf438e,28/10/2019,11/08/2018,21000.0,4,4,698,0,1,1,2,1
1412,6cf6f59,08/10/2019,06/02/2019,20000.0,4,4,276,304,1,1,20,4
2126,6cfbb8f,23/09/2019,21/03/2018,60000.0,13,13,34,1,1,1,2,1
656,6cfcb1f,20/09/2019,10/04/2018,40000.0,23,25,203,1,1,1,3,2
3377,6cfe008,28/10/2019,13/12/2018,4000.0,10,12,5,217,1,2,5,1
3362,6cff0b4,28/10/2019,06/03/2018,,4,4,2,532,1,1,2,1
213,6d018ac,23/10/2019,22/09/2018,12000.0,167,6,7,430,1,1,9,3
4104,6d0e678,03/09/2019,02/07/2018,,13,13,9,41,1,1,6,2
2685,6d12009,17/10/2019,21/01/2019,20000.0,13,13,81,536,1,1,12,1
3895,6d1400e,30/09/2019,08/10/2018,9000.0,2,2,1,1480,1,1,1,1
161,6d17985,28/10/2019,04/10/2018,10000.0,16,14,3,348,1,1,3,2
1580,6d17c85,08/10/2019,30/11/2018,15000.0,4,4,7,54,1,1,9,3
1803,6d1c554,31/10/2019,03/02/2018,,6,1,394,0,1,1,4,2
201,6d1d578,10/10/2019,10/08/2018,,10,12,1,1445,1,1,1,1
1512,6d22105,07/10/2019,21/11/2017,15000.0,5,9,21,2004,1,1,5,1
3189,6d2a0e2,28/10/2019,17/04/2018,,2,2,2,8,1,1,2,1
3174,6d39465,07/10/2019,30/04/2018,20000.0,1,3,5,2907,1,2,5,1
1624,6d3a3d7,31/10/2019,30/03/2019,20000.0,9,11,133,1,1,1,1,1
840,6d4d75f,09/10/2019,28/07/2018,15000.0,3,1,96,332,1,1,1,1
2935,6d54477,07/10/2019,25/01/2019,10000.0,7,7,98,1,1,1,9,3
2450,6d554c0,11/10/2019,25/09/2018,10000.0,7,7,20,2720,1,1,14,3
41,6d55761,31/10/2019,12/05/2017,100000.0,15,5,1,56,1,1,1,1
2228,6d5ba63,28/10/2019,18/12/2018,100000.0,37,6,328,0,1,1,2,1
3095,6d6d526,12/09/2019,29/05/2018,100000.0,2,2,90,1,1,1,6,2
3102,6d77d88,02/10/2019,23/02/2019,50000.0,37,6,66,2535,1,1,20,4
